story_num,speaker,fname,utt_num,utt_translation,sent_num,words,sent_translation
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,22,"Hoagaixoxia said, Steve will we not bring her in the hammock.",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'gA', 'xai', '-ai']",Hoagaixoxia thus spoke!
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,22,"Hoagaixoxia said, Steve will we not bring her in the hammock.",2,"['isaitaOgi', 'baOsai', 'pis', '-o', 'iig', '-o', '-p', '-i', '-kaba', '-haI']","""Steve will not bring her in the hammock."""
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,23,She is weak.,1,"['hi', 'bio', 'aI', '-xi']",She certainly is weak.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,24,"Hoagaixoxai said, we will bring her in the hammock.",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'hoagaIxOxaI', 'hi', 'gA', '-sai']","(As has been mentioned,) Hoagaixoxai thus spoke."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,24,"Hoagaixoxai said, we will bring her in the hammock.",2,"['*', 'baOsai', '-pis', '-o', 'iig', '-o', '-p', '-i', '-haI']","""[We] will bring her in the hammock."""
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,25,Hoagaixoxia then is bringing the hammock.,1,"['hoagaIxOxaI', 'hi', 'aigIa', 'baOsai', '-pisi', 'iig', '-ai', '-p', '-I', '-haI']","Thus, Hoagaixoxia is bringing the hammock."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,26,"Hoagaixoxai said, Pii is almost came up from the float.",1,"['hoagaIxOxaI', 'hi', 'gA', '-sai']","(As has been mentioned,) Hoagaixoxai spoke."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,26,"Hoagaixoxai said, Pii is almost came up from the float.",2,"['pIi', 'ia', '-o', '-p', '-a', '-pahAi', '-xi']",Pii almost floats up.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,27,Pii is nearly weak.,1,"['pIi', 'I', 'bio', '*', '-ab', '-Aa']",Pii almost is weak.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,28,She is not coming up.,1,"['*', 'o', '-p', '-ai', '-hiab', '-i', '-haI']",[She] is not coming up.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,29,Then Pii bringing her son just now fell.,1,"['hi', 'aigIa', 'hoagI', 'xiig', '-A', '-o', '-b', '-AhA', 'pIi']",Thus Pii begins to bring her son down. ###Or: Thus Pii carries her son and begins to fall.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,30,"So Hoagaixoxai grabbed his wife's arm there, like this.",-1,,
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,30,"So Hoagaixoxai grabbed his wife's arm there, like this.",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'apipA', 'giaIi', 'kagi', 'hi', 'abAa', '-hoi', '-haI', 'agIiso']","Thus Hoagaixoxai [on the] arm there grabbed his wife, like this."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,31,"Pii lets go, because your legs are very weak.",1,"['pIi', 'gIxa', 'kaxaO']","Pii, c'mon, you!"
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,31,"Pii lets go, because your legs are very weak.",2,"['aho', 'IbIg', '*', '-AhA', '-taIo']",Because [your] legs [are starting to be] very [weak].
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,32,With her son she must not come!,1,"['*', 'a', 'hoagI', 'a', '-p', '-i', '-xai', '-hiabi', '-koI']",[She does/can/must] not pick up her son!
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,33,"Hoagaixoxai, intends to bring her up in the hammock.",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'baOsai', 'pis', '-o', 'a', '-o', '-p', '-ai', '-xiI', '-haI']",Thus Hoagaixoxai intends to pick [her] up in the hammock.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,34,Hoagaixoxai will be bringing his wife.,1,"['hoagaIxOxaI', 'hi', 'aigIa', 'baOsai', 'pis', '-o', 'kagi', 'hi', 'iIg', '-A', '-o', '-p', '-ai', '-haI']",Thus Hoagaixoxai will bring her [his] wife up in a hammock. ###Or possibly: Thus Hoagaixoxai will bring his wife up in a hammock.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,35,"Hoagaixoxai said, Lets go.",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'gA', 'xai']",Hoagaixoxai thus spoke.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,35,"Hoagaixoxai said, Lets go.",2,"['*', 'kaxaO']","""C'mon!/Let’s go!"""
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,36,Pii is weak.,1,"['pIi', 'hi', 'bio', 'aI', 'pIi']",Pii is weak.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,37,Hoagaixoxai said to his wife that he would bring her.,1,"['hoagaIxOxaI', 'hi', 'gA', 'xai', '-aO', 'kagi']",Hoagaixoxai spoke [to his] wife.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,37,Hoagaixoxai said to his wife that he would bring her.,2,"['hi', 'iig', '-A', '-o', '-p', '-a', '-pabAi', 'hoagaIxOxaI']",Hoagaixoxai will bring her.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,38,"You (Pii) will go up to the house, will arrive at the house, and afterwards sleep, said Hoagaixoxai.",1,"['gIx', 'o', '-p', '-i', '-haI', 'kaI', '-o']","""You [Pii] will go up to the house."""
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,38,"You (Pii) will go up to the house, will arrive at the house, and afterwards sleep, said Hoagaixoxai.",2,"['*', 'a', '-b', '-o', '-p', '-i', '-haI']","""[You] will arrive."""
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,38,"You (Pii) will go up to the house, will arrive at the house, and afterwards sleep, said Hoagaixoxai.",3,"['*', 'ait', '-ab', '-o', '-p', '-i', '-haI', 'gabai']","""[You] will go be sleeping afterwards."""
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,38,"You (Pii) will go up to the house, will arrive at the house, and afterwards sleep, said Hoagaixoxai.",4,"['hoagaIxOxaI', 'hi', 'gA', '-sai']","(As has been mentioned,) Hoagaixoxai spoke."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,39,"Pii said, I am staying weak.",1,"['pIi', 'hi', 'gA', '-sai']","(As has been mentioned,) Pii spoke."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,39,"Pii said, I am staying weak.",2,"['ti', 'bio', '-ab', 'Ai']",I am weak/weakening.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,40,I do not intend to go.,1,"['*', 'o', '-p', '-i', '-hiab', '-aA']",[I] do not intend to go.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,41,My legs are weak.,1,"['ti', 'xahoa', 'bIo', '*']",My legs [are] weak.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,42,My legs are useless.,1,"['aho', 'AbahIo', '-xi', 'ai']",[My] legs are useless.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,43,I won't go on land!,1,"['*', 'oO', 'xaI', '-hiaba']",[I] won't [go] on land!
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,44,"Hoagaixoxai then said, we will bring you in the hammock.",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'gA', 'xai', '-a', 'hoagaIxOxaI']",Hoagaixoxai then spoke.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,44,"Hoagaixoxai then said, we will bring you in the hammock.",2,"['*', 'baOsai', 'pis', '-O', 'iig', '-o', '-p', '-i', '-haI']",[We] will bring [you] in the hammock.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,45,You will arrive lying down in the hammock.,-1,,
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,45,You will arrive lying down in the hammock.,1,"['gIxi', 'ait', 'a', '-b', '-o', '-p', '-i', '-haI', 'baOsai', 'pis', '-O']",You lie down and arrive in the hammock.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,46,He is bringing his wife just now.,1,"['kagi', 'hi', 'iIg', '-a', '-o', '-p', '-A', '-pa', '-hA', '-xai']",He certainly will bring [his] wife.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,47,He is coming bringing her in the hammock just now.,1,"['*', 'baOsai', 'pis', '-O', 'iIg', '-a', '-o', '-p', '-A', '-pa', '-hA', '-xai']",[He] certainly will bring [her] in the hammock.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,48,"He (Steve) said, is she weak?",1,"['aO', 'gA', '-sai']","(As has been mentioned,) the foreigner [Steve] spoke."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,48,"He (Steve) said, is she weak?",2,"['i', 'biO', '-ab', '*', '-OxoI', '-hI']","""Is she weak/weakening?"""
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,49,She is not coming.,1,"['i', 'O', '-p', '-i', '-hiaba', '-xaI', '-isai']","(As has been mentioned,) she is not coming up."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,50,"Hoagaixoxai then said, we will bring her in the hammock.",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'hoagaIxOxaI', 'hi', 'gA', '-sai']","(As has been mentioned,) Hoagaixoxai thus spoke."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,50,"Hoagaixoxai then said, we will bring her in the hammock.",2,"['*', 'baOsai', 'pis', '-O', 'iig', '-o', '-p', '-i', '-haI', '-isai']","(As has been mentioned,) [we will] bring [her] in the hammock."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,51,Hoagaixoxai is just now bringing his wife in the hammock.,1,"['hoagaIxOxaI', 'hi', 'aigIa', 'baOsai', 'pis', '-O', 'i', 'kagi', 'iig', '-a', '-o', '-p', '-A', '-pahA', '-xai']",Thus Hoagaixoxai is starting to bring his wife in the hammock.
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,52,"Hoagaixoxai said, Pii has just now given birth!",1,"['hoagaIxOxaI', 'hi', 'aigIa', 'hoagaIxOxaI', 'hi', 'gA', '-sai']","(As has been mentioned,) Hoagaixoxai spoke."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,52,"Hoagaixoxai said, Pii has just now given birth!",2,"['pIi', 'hi', 'soxoA', 'kA', 'o', '-p', '-AhA', 'pio']",Pii has also already given birth!
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,53,Hoagaixoxai put his son on the floating dock.,1,"['hoagaIxOxaI', 'hi', 'aigIa', 'Aboi', '-apai', 'i', 'A', '-p', '-ai']",Thus Hoagaixoxai moved him [his son] up onto the wood [a floating dock].
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,53,Hoagaixoxai put his son on the floating dock.,2,"['*', 'hoagI', 'hi', 'aO', '-p', '-i', '-haxaI']","[He] put him, [his] son [onto the dock]."
7,Maigiphoasi,07 BIRTH OF PE'S BABY #2.pdf,54,Hoagaixoxai's wife gave birth.,1,"['hoagaIxOxaI', 'kagi', 'hi', 'A', 'Op', '-i', '-sai']","(As has been mentioned,) Hoagaixoxai's wife gave birth."
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,1,I dreamed about Alfredo's wife.,1,"['ti', 'aogI', 'aipipaO', '-ba', '-hoagaI']",I began dreaming [about] the foreign woman.
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,1,I dreamed about Alfredo's wife.,2,"['gI', 'ai', '-hai']",You did.
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,2,"As I dreamed, I and the Brazilian woman were there.",-1,,
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,2,"As I dreamed, I and the Brazilian woman were there.",1,"['ti', 'xaI', 'aogI', 'ai', '-xaagA']","Well, [with respect to] me [my dream], the foreign woman was [there]."
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,2,"As I dreamed, I and the Brazilian woman were there.",2,"['*', 'apipaO', '-ba', '-hoagaI']",[I] began dreaming.
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,3,"She said in the dream, ""You will stay with the Brazilian man.""",1,"['*', 'ao', 'gA', 'xai', '-si']",[I] spoke [to the] foreigner. ###Or possibly: The foreinger spoke.
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,3,"She said in the dream, ""You will stay with the Brazilian man.""",2,"['*', 'ao', 'apipoA', '-ba']","""[I] was dreaming [about] the foreigner."""
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,3,"She said in the dream, ""You will stay with the Brazilian man.""",3,"['*', 'ao', 'higIo', 'ab', '-aAti']","""Stay with the foreigner."""
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,4,You will stay with him.,1,"['gIxa', 'hi', 'ao', 'ab', '-i', '-koI']",You will stay [with] the foreigner!
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,5,"Well, then I and the Big Brazilian woman disappeared.",1,"['ti', 'xaigIa', 'ao', 'ogI', '-giO', 'ai', 'hi', 'ah', '-A', '-p', '-i', '-ta']","Well, [with respect to] me, the very big foreigner went away again."
8,Kaboibagi,08 CASIMIRO DREAMS.pdf,6,"Next, I dreamed about Kamao and bananas.",1,"['*', 'apipaA', 'kagahaoogI', 'poogIhiai']","[Next, I] dreamed [about] bananas."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,1,"Abagi said, I will go with Steve.",1,"['Xabagi', 'hi', 'gA', '-sai']","(As has been mentioned,) Xabagi spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,1,"Abagi said, I will go with Steve.",2,"['isaitaOgi', '*', 'hi', 'ioi', 'xa', '-haI']","""[I] will go with Steve."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,2,I intend to go and tell bai (her father) that Aogioso has died.,1,"['hi', 'aho', 'ahAp', '-i', '-xiI', '-haI', 'baI']",He [Xabagi] intends to go talk to Bai [Xaogioso's father].
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,2,I intend to go and tell bai (her father) that Aogioso has died.,2,"['*', 'ioAi', '-xi', 'XaogiosohoagI']","""Xaogioso has died."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,3,Only one cannot carry her up the river bank.,-1,,
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,3,Only one cannot carry her up the river bank.,1,"['hi', 'hoi', '-hiab', 'Aa', '-hA']","Certainly, they are not one [person]."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,3,Only one cannot carry her up the river bank.,2,"['*', 'iig', '-op', '-ai', '-saI']","(As has been mentioned,) [they] carry [Xaogioso up the river bank]."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,4,"She is very heavy, and I am only one.",-1,,
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,4,"She is very heavy, and I am only one.",1,"['*', 'itai', '-kaAh', 'aaga', 'i']",She is very heavy.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,4,"She is very heavy, and I am only one.",2,"['*', 'hOi', '-hi', 'Ai']",[I] am alone. ###Or: [I] am [just] one [person].
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,5,"Aogioso is no longer here, and I probably can't bring her up.",1,"['XaogiosohoagI', 'hi', '*', '-abA', 'xai']",Xaogioso is not [alive].
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,5,"Aogioso is no longer here, and I probably can't bring her up.",2,"['*', 'iig', '-op', '-ai', '-sai']",Carry [her up] (as has been mentioned).
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,6,I will go with Steve.,1,"['*', '*', 'ioo', 'a', '-haI', 'isaitaogi']",[I] do [go] with Steve.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,7,"I am only one he said, and she is very heavy.",1,"['*', 'hOi', '-hI', 'ai']",[I] am alone.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,7,"I am only one he said, and she is very heavy.",2,"['hi', 'ga', '-sai']","(As has been mentioned,) he [Xabagi] spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,7,"I am only one he said, and she is very heavy.",3,"['*', 'itai', '-kaAh', 'aaga']","""[She] is very heavy."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,8,There are not lots of people around.,-1,,
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,8,There are not lots of people around.,1,"['hi', '*', '-hiab', '-i', '-kaAh', '-aaga', 'baagi', '-sai']",Many [people] are not [here]. _Meaning: There aren't many people here.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,9,I will go with Steve.,1,"['*', 'isaitaOgi', 'ioo', 'xa', '-haI']",[I] will go with Steve.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,10,The others are not here.,1,"['hi', 'ai', '-hiab', '-i', '-kaAh', 'aaga']",They [many people] are not [here]. _Meaning: There aren't many people here.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,11,Am I to bring her up the river bank?,1,"['*', 'big', 'aI', '-sai']","(As has been mentioned,) the ground [river bank] is [here]."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,11,Am I to bring her up the river bank?,2,"['*', 'iig', '-op', '-i', '-sai', '-hi']",[How will I] carry [her] (as has been mentioned)?
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,12,There is only one of him.,1,"['hi', 'hOi', '-hI', 'ai']",He [Xabagi] is alone.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,13,She has died.,1,"['*', 'aoaI', '-kaAh', 'aaga', '-i', '-sai']","(As has been mentioned,) [Xaogioso] has died."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,14,"Abagi said, I will go with Steve.",1,"['hi', 'ga', '-sai']","(As has been mentioned,) he [Xabagi] spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,14,"Abagi said, I will go with Steve.",2,"['*', 'hi', 'xioo', 'xa', '-haI', 'isaitaOgi']","""[I] will go with Steve."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,15,"When Steve stopped there Abagi said, Aogioso is dead.",1,"['hi', 'aigIa', 'hi', 'ga', '-sai']","(As has been mentioned,) he [Xabagi] thus spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,15,"When Steve stopped there Abagi said, Aogioso is dead.",2,"['isaitaOgi', 'ao', 'ao', 'xai']","""Steve did/was there."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,15,"When Steve stopped there Abagi said, Aogioso is dead.",3,"['hi', 'aba', '-ahAp', '-iig', '-A']","""He stopped continuing to go."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,15,"When Steve stopped there Abagi said, Aogioso is dead.",4,"['Xopisi', 'Xaogiosohoagi', 'ioaI', '-xi']","""Xopisi,  Xaogioso is dead."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,16,"Steve then said, Aogioso is dead.",1,"['isaitaOgi', 'ao', 'I', 'ga', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) Steve the foreigner spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,16,"Steve then said, Aogioso is dead.",2,"['XaogiosohoagI', 'i', 'o', '-ab', '-A']","""Xaogioso was dying."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,17,For that reason you must not delay Opisi.,1,"['Xopisi', 'hi', 'oa', '-og', '-ab', '-a', '-hA', 'taIo', '-i', '-sai', '-hIai']",(I heard that as has been mentioned) Xopisi certainly was delaying (for that reason).
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,18,"Steve said, Are you going to delay?",1,"['hi', 'aigIa', 'ga', 'xai']",He [Steve] thus spoke.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,18,"Steve said, Are you going to delay?",2,"['hi', 'oa', '-og', '-ai', '-ihI']","""Are you going to delay?"""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,19,Aogioso was all alone when she died.,1,"['XaogiosohoagI', 'i', 'axabaxaIgio', 'hoiso', '-ai', '-i', '-sai', '-hIai']","(I heard that as has been mentioned,) Xaogioso died alone."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,20,Obagi (Oi) said that Steve intended to go see those at the river mouth.,1,"['Xoi', 'hi', 'aigIa', 'ga', 'xai']",Xoi thus spoke.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,20,Obagi (Oi) said that Steve intended to go see those at the river mouth.,2,"['ao', 'ao', 'hi', 'ob', '-ab', '-ahAp', '-i', '-xiI', '-so', '-xai']","""The foreigner [Steve] intended to go seeing [those at the river] mouth."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,21,"Steve then said, Aogioso has died.",1,"['isaitaOgi', 'ao', 'aigIa', 'ga', 'xai', '-sai', '-hIai']",(I heard that as has been mentioned) Steve the foreigner thus spoke.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,21,"Steve then said, Aogioso has died.",2,"['XaogiosohoagI', 'i', 'hoisO', '-xai']","""Xaogioso died."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,22,Opisi are you going to delay long?,1,"['Xopisi', 'hi', 'oa', '-og', '-ab', '-oxoi', '-hI', '-i', '-sai', '-hIai']",Is Xopisi delaying (as I have heard and has been mentioned)?
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,23,On returning Steve intends to stop. (and bring Opisi's canoe.),1,"['ao', 'ao', 'hi', 'Aba', '-b', '-ahA', '-p', '-i', '-xiI', '-sai', '-hIai']","(I heard that as has been mentioned,) the foreigner intends to go up and down [the river] and stop there."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,24,Abagi said Aogioso has died.,1,"['hi', 'aigIa', 'ga', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) he thus spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,24,Abagi said Aogioso has died.,2,"['XaogiosohoagI', 'ioai', '-xi', '-i', '-sai', '-hIai']","""(I heard that as has been mentioned,) Xaogioso is dead."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,25,"They then said, did a Brazilian kill her?",1,"['hi', 'aigIa', 'ga', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) they [the relatives at the mouth of the river] thus spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,25,"They then said, did a Brazilian kill her?",2,"['aoOi', 'hi', 'ap', '-i', '-hI']","""Did a foreigner shoot [her]?"""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,26,Maybe Steve won't come back.,1,"['isaitaOgi', 'ao', 'api', '-hiab', '-abaI']",Steve almost didn't come.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,27,Steve went early in the morning to look for them.,-1,,
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,27,Steve went early in the morning to look for them.,1,"['ao', 'aigIa', 'ao', 'ahoa', 'kooho', 'ahIo', 'ao', 'boitOhi', 'ohoap', '-i', '-tai', '-xiI', '-sai', '-hIaha']","(I heard that as has been mentioned,) the foreigner thus intended to again search [for them] in the boat at dawn."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,28,They do not live up by him.,1,"['*', 'Xoi', 'kab', 'isoO', 'xia', '-i']",[They] do not live [in that] place.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,29,"Abagi said to his relatives when he arrived, Aogioso is dead.",1,"['hi', 'aigIa', 'ahai', 'ga', 'ai']",He [Xabagi] thus spoke [to his] relatives.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,29,"Abagi said to his relatives when he arrived, Aogioso is dead.",2,"['*', 'opi', '-so']",[He] arrived.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,29,"Abagi said to his relatives when he arrived, Aogioso is dead.",3,"['i', 'oaI', '-so', '-xai', 'XaogiosohoagI']","""Xaogioso has died."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,30,Abagi almost did not tell them however.,1,"['hi', 'aI', '-ta', '-o', '-p', '-i', '-hiab', '-iI', '-sai', '-hIai']","(I heard that as has been mentioned,) he did not intend to repeat."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,31,"He (Abagi) said it like this, Since she died, he came in the boat to look for you.",1,"['i', 'so', 'ga', 'xai', '-sai', '-hIai', '-koI', 'agiiso']","(I heard that as has been mentioned,) he spoke like this at the time."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,31,"He (Abagi) said it like this, Since she died, he came in the boat to look for you.",2,"['ao', 'i', 'oaI', '-sai']","""The foreigner died."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,31,"He (Abagi) said it like this, Since she died, he came in the boat to look for you.",3,"['*', 'boitOhi', 'ohoap', '-I', '-ta', '-pa', '-hAi']","""[He] again searched in the boat."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,32,Steve said Aogioso has died.,1,"['ao', 'ga', '-sai']","(As has been mentioned,) the foreigner spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,32,Steve said Aogioso has died.,2,"['Xaogioso', 'i', 'oaI', '-sai']","""(As has been mentioned,) Xaogioso died."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,33,I have come to see you.,1,"['*', 'gIxa', 'ob', 'Aap', '-i', '-haxa', '-i', '-sai', '-hIaha']","""(I heard that as has been mentioned,) [I] have come to see you."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,34,"Iogi said, did Aogioso the good one die?",1,"['XiOgi', 'hi', 'aigIa', 'ga', 'xai', '-sai', '-hIai']",(I heard that as has been mentioned) Xiogi thus spoke.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,34,"Iogi said, did Aogioso the good one die?",2,"['XaogiosohoagI', 'i', 'bAa', '-si', 'koaI', '-hi']","""Xaogioso, the good one, she died?"""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,35,"She was a very good one, yes she was.",1,"['hi', 'baA', 'xaA', '-baI', '-i', '-sai', '-hIai']","""(I heard that as has been mentioned,) she really was good."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,36,"Iogi said, because of the unknown sickness she is dead.",1,"['hi', 'aigIa', 'ga', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) she [Xiogi] thus spoke."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,36,"Iogi said, because of the unknown sickness she is dead.",2,"['AbahIoxio', 'hi', 'aigIa', 'koaI', '-si']","""[Because of the] unknown sickness she thus is dead."""
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,37,When she gave birth she died.,1,"['i', 'op', '-aO', '-ai']",She gave birth.
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,37,When she gave birth she died.,2,"['hi', 'oaI', '-xi', '-i', '-sai', '-hIaha']","(I heard that as has been mentioned,) she is dead."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,38,"Yes, Axai's sister has died.",1,"['axaI', 'hi', 'aigIa', 'Ahaig', 'oaI', '-sai', '-hIai']","Axai, she -- thus, [her] sister died (as I have heard and has been mentioned)."
9,Iaibigai,09 DEATH OF AOGIOSO #2.pdf,39,"Axai said, she seemed healthy.",1,"['hi', 'aigIa', 'ga', 'xai', '-sai', '-hIai']","(I heard that as has been mentioned,) she [Axai] thus spoke."
