,Line,Spkr,StTime,Content,EnTime
8499,2025,ATL_int_01,2225.7208,"you know, go on.",2226.6488
8500,2026,ATL_se0_ag1_m_02,2227.7986,"Well,",2228.2781
8501,2027,ATL_se0_ag1_m_02,2228.2781,(pause 2.01),2230.2926
8502,2028,ATL_se0_ag1_m_02,2230.2926,"actually,",2231.1072
8503,2029,ATL_se0_ag1_m_02,2231.1072,(pause 1.15),2232.2621
8504,2030,ATL_se0_ag1_m_02,2232.2621,"you know, there's",2233.0303
8505,2031,ATL_se0_ag1_m_02,2233.0303,(pause 1.06),2234.0925
8506,2032,ATL_se0_ag1_m_02,2234.0925,o-,2234.3245
8507,2033,ATL_se0_ag1_m_02,2234.3245,(pause 0.19),2234.5152
8508,2034,ATL_se0_ag1_m_02,2234.5152,there's [just-],2235.0662
8509,2035,ATL_int_01,2234.9329,[you] definitely [been posting some cool shit on] your,2237.2774
8510,2036,ATL_se0_ag1_m_02,2235.4469,[biggest thing that- yeah.],2237.0454
8511,2037,ATL_int_01,2237.6589,Instagram.,2238.3343
8512,2038,ATL_se0_ag1_m_02,2239.5769,And I'll go into that.,2240.4224
8513,2039,ATL_se0_ag1_m_02,2240.4224,(pause 1.15),2241.572
8514,2040,ATL_se0_ag1_m_02,2241.572,[So-],2242.1225
8515,2041,ATL_int_01,2241.6404,[/??/] still going.,2242.8649
8516,2042,ATL_se0_ag1_m_02,2243.3238,"right, [right], right.",2245.7986
8517,2043,ATL_int_01,2244.1745,[<laugh>],2244.8551
8518,2044,ATL_se0_ag1_m_02,2248.8288,"Man, you know, my- my biggest",2251.0149
8519,2045,ATL_se0_ag1_m_02,2251.0149,(pause 0.94),2251.9532
8520,2046,ATL_se0_ag1_m_02,2251.9532,advice to all the artists that's,2253.675
8521,2047,ATL_se0_ag1_m_02,2253.675,(pause 0.08),2253.7535
8522,2048,ATL_se0_ag1_m_02,2253.7535,starting out,2254.6741
8523,2049,ATL_se0_ag1_m_02,2254.6741,(pause 0.19),2254.8649
8524,2050,ATL_se0_ag1_m_02,2254.8649,and,2255.3599
8525,2051,ATL_se0_ag1_m_02,2255.3599,(pause 0.53),2255.8858
8526,2052,ATL_se0_ag1_m_02,2255.8858,really looking to,2257.4738
8527,2053,ATL_se0_ag1_m_02,2257.4738,(pause 0.25),2257.7264
8528,2054,ATL_se0_ag1_m_02,2257.7264,have longevity,2258.9638
8529,2055,ATL_se0_ag1_m_02,2258.9638,(pause 0.54),2259.5051
8530,2056,ATL_se0_ag1_m_02,2259.5051,"with what they doing,",2260.4937
8531,2057,ATL_se0_ag1_m_02,2260.4937,(pause 1.03),2261.5248
8532,2058,ATL_se0_ag1_m_02,2261.5248,"you know, just",2262.422
8533,2059,ATL_se0_ag1_m_02,2262.422,(pause 0.49),2262.9169
8534,2060,ATL_se0_ag1_m_02,2262.9169,creating the mindset of,2264.6905
8535,2061,ATL_se0_ag1_m_02,2264.6905,(pause 0.47),2265.1597
8536,2062,ATL_se0_ag1_m_02,2265.1597,consistency,2266.1638
8537,2063,ATL_se0_ag1_m_02,2266.1638,(pause 0.11),2266.2736
8538,2064,ATL_se0_ag1_m_02,2266.2736,and,2266.7072
8539,2065,ATL_se0_ag1_m_02,2266.7072,(pause 0.12),2266.8243
8540,2066,ATL_se0_ag1_m_02,2266.8243,persistence.,2267.6177
8541,2067,ATL_se0_ag1_m_02,2267.6177,(pause 0.63),2268.2467
8542,2068,ATL_se0_ag1_m_02,2268.2467,"You know,",2268.621
8543,2069,ATL_se0_ag1_m_02,2268.621,(pause 0.15),2268.7677
8544,2070,ATL_se0_ag1_m_02,2268.7677,things happen to where,2270.7782
8545,2071,ATL_se0_ag1_m_02,2270.7782,(pause 1.17),2271.9472
8546,2072,ATL_se0_ag1_m_02,2271.9472,the b-,2273.0039
8547,2073,ATL_se0_ag1_m_02,2273.0039,(pause 0.11),2273.1144
8548,2074,ATL_se0_ag1_m_02,2273.1144,"bumps in the road come, and you start",2275.35
8549,2075,ATL_se0_ag1_m_02,2275.35,(pause 0.57),2275.9223
8550,2076,ATL_se0_ag1_m_02,2275.9223,"thinking like,",2276.5304
8551,2077,ATL_se0_ag1_m_02,2276.5304,(pause 0.10),2276.6295
8552,2078,ATL_se0_ag1_m_02,2276.6295,I can't do this anymore.,2278.0671
8553,2079,ATL_se0_ag1_m_02,2278.0671,(pause 0.44),2278.5091
8554,2080,ATL_se0_ag1_m_02,2278.5091,What I'm doing right now,2279.9476
8555,2081,ATL_se0_ag1_m_02,2279.9476,(pause 1.75),2281.6955
8556,2082,ATL_se0_ag1_m_02,2281.6955,is,2282.309
8557,2083,ATL_se0_ag1_m_02,2282.309,(pause 0.31),2282.6183
8558,2084,ATL_se0_ag1_m_02,2282.6183,pretty much,2283.3041
8559,2085,ATL_se0_ag1_m_02,2283.3041,(pause 0.20),2283.5051
8560,2086,ATL_se0_ag1_m_02,2283.5051,giving up on myself.,2284.6948
8561,2087,ATL_se0_ag1_m_02,2284.6948,(pause 2.30),2286.9943
8562,2088,ATL_se0_ag1_m_02,2286.9943,"I'm like, nah nah nah nah.",2288.3709
8563,2089,ATL_se0_ag1_m_02,2288.3709,(pause 0.75),2289.1185
8564,2090,ATL_se0_ag1_m_02,2289.1185,I gotta find,2290.1084
8565,2091,ATL_se0_ag1_m_02,2290.1084,(pause 0.61),2290.7154
8566,2092,ATL_se0_ag1_m_02,2290.7154,a better way,2291.499
8567,2093,ATL_se0_ag1_m_02,2291.499,(pause 0.12),2291.6237
8568,2094,ATL_se0_ag1_m_02,2291.6237,to get this money,2292.422
8569,2095,ATL_se0_ag1_m_02,2292.422,(pause 0.42),2292.8396
8570,2096,ATL_se0_ag1_m_02,2292.8396,"because, you know, what it all comes down to is",2294.7627
8571,2097,ATL_se0_ag1_m_02,2294.7627,(pause 0.41),2295.1752
8572,2098,ATL_se0_ag1_m_02,2295.1752,"niggas be broke,",2295.9736
8573,2099,ATL_se0_ag1_m_02,2295.9736,(pause 0.10),2296.078
8574,2100,ATL_se0_ag1_m_02,2296.078,"and they be like, yo hold up.",2297.6434
8575,2101,ATL_se0_ag1_m_02,2297.6434,(pause 0.95),2298.5973
8576,2102,ATL_se0_ag1_m_02,2298.5973,But there's,2299.3809
8577,2103,ATL_se0_ag1_m_02,2299.3809,(pause 0.22),2299.6026
8578,2104,ATL_se0_ag1_m_02,2299.6026,"a thing that we have to realize, you know.",2302.196
8579,2105,ATL_se0_ag1_m_02,2302.196,(pause 2.00),2304.1951
8580,2106,ATL_se0_ag1_m_02,2304.1951,"Whatever we do,",2305.6697
8581,2107,ATL_se0_ag1_m_02,2305.6697,(pause 0.10),2305.7728
8582,2108,ATL_se0_ag1_m_02,2305.7728,our time is precious.,2307.2061
8583,2109,ATL_se0_ag1_m_02,2307.2061,(pause 3.05),2310.2518
8584,2110,ATL_se0_ag1_m_02,2310.2518,It's all gonna add up in the end.,2311.7006
8585,2111,ATL_se0_ag1_m_02,2311.7006,(pause 0.46),2312.1595
8586,2112,ATL_se0_ag1_m_02,2312.1595,And,2312.6647
8587,2113,ATL_se0_ag1_m_02,2312.6647,(pause 1.29),2313.9589
8588,2114,ATL_se0_ag1_m_02,2313.9589,"it's just like,",2314.669
8589,2115,ATL_se0_ag1_m_02,2314.669,(pause 0.65),2315.3186
8590,2116,ATL_se0_ag1_m_02,2315.3186,"you know,",2315.9322
8591,2117,ATL_se0_ag1_m_02,2315.9322,(pause 0.42),2316.3549
8592,2118,ATL_se0_ag1_m_02,2316.3549,"at the end of the day, what football taught me",2318.5204
8593,2119,ATL_se0_ag1_m_02,2318.5204,(pause 0.23),2318.7472
8594,2120,ATL_se0_ag1_m_02,2318.7472,was just,2319.4433
8595,2121,ATL_se0_ag1_m_02,2319.4433,(pause 1.42),2320.8649
8596,2122,ATL_se0_ag1_m_02,2320.8649,"that struggle is, you know what I'm saying, necessary",2323.5769
8597,2123,ATL_se0_ag1_m_02,2323.5769,(pause 0.29),2323.8656
8598,2124,ATL_se0_ag1_m_02,2323.8656,to get to the top,2324.9689
8599,2125,ATL_se0_ag1_m_02,2324.9689,(pause 0.12),2325.0875
8600,2126,ATL_se0_ag1_m_02,2325.0875,of what you trying to get to.,2326.2668
8601,2127,ATL_se0_ag1_m_02,2326.2668,(pause 0.87),2327.133
8602,2128,ATL_se0_ag1_m_02,2327.133,You have to struggle a little bit.,2328.8963
8603,2129,ATL_se0_ag1_m_02,2328.8963,(pause 3.15),2332.0465
8604,2130,ATL_se0_ag1_m_02,2332.0465,Hold on.,2332.4215
8605,2131,ATL_se0_ag1_m_02,2332.4215,(pause 2.93),2335.3552
8606,2132,ATL_se0_ag1_m_02,2335.3552,So,2335.9481
8607,2133,ATL_int_01,2338.1747,I [think-],2338.747
8608,2134,ATL_se0_ag1_m_02,2338.5253,"[I heard] this poem,",2339.4585
8609,2135,ATL_se0_ag1_m_02,2340.4742,and this is,2341.4215
8610,2136,ATL_se0_ag1_m_02,2341.4215,(pause 0.37),2341.7927
8611,2137,ATL_se0_ag1_m_02,2341.7927,a poem,2342.4888
8612,2138,ATL_se0_ag1_m_02,2342.4888,(pause 2.92),2345.4121
8613,2139,ATL_se0_ag1_m_02,2345.4121,"called Invictus,",2346.8815
8614,2140,ATL_se0_ag1_m_02,2346.8815,(pause 1.00),2347.8855
8615,2141,ATL_se0_ag1_m_02,2347.8855,and this is by William Ernest Henley.,2350.2417
8616,2142,ATL_se0_ag1_m_02,2350.2417,(pause 0.79),2351.0357
8617,2143,ATL_se0_ag1_m_02,2351.0357,<laugh>,2351.3245
8618,2144,ATL_se0_ag1_m_02,2351.3245,(pause 1.94),2353.2675
8619,2145,ATL_se0_ag1_m_02,2353.2675,"Out of the night that covers me,",2354.9844
8620,2146,ATL_se0_ag1_m_02,2354.9844,(pause 0.94),2355.9265
8621,2147,ATL_se0_ag1_m_02,2355.9265,"black as the pit from pole to pole,",2358.2467
8622,2148,ATL_se0_ag1_m_02,2358.2467,(pause 0.86),2359.1077
8623,2149,ATL_se0_ag1_m_02,2359.1077,I thank whatever gods may be,2361.0102
8624,2150,ATL_se0_ag1_m_02,2361.0102,(pause 0.62),2361.6275
8625,2151,ATL_se0_ag1_m_02,2361.6275,for my unconquerable soul.,2363.7878
8626,2152,ATL_se0_ag1_m_02,2363.7878,(pause 1.34),2365.1232
8627,2153,ATL_se0_ag1_m_02,2365.1232,In the fell clutch of circumstance I have not winced nor cried aloud.,2369.0763
8628,2154,ATL_se0_ag1_m_02,2369.0763,(pause 1.07),2370.1435
8629,2155,ATL_se0_ag1_m_02,2370.1435,Under the bludgeonings of chance,2372.0409
8630,2156,ATL_se0_ag1_m_02,2372.0409,(pause 0.52),2372.5616
8631,2157,ATL_se0_ag1_m_02,2372.5616,my head is bloody,2373.6237
8632,2158,ATL_se0_ag1_m_02,2373.6237,(pause 0.64),2374.2617
8633,2159,ATL_se0_ag1_m_02,2374.2617,but unbowed.,2375.2774
8634,2160,ATL_se0_ag1_m_02,2375.2774,(pause 1.24),2376.5199
8635,2161,ATL_se0_ag1_m_02,2376.5199,"Beyond this place of wrath and tears looms but the horror of the shade,",2379.964
8636,2162,ATL_se0_ag1_m_02,2379.964,(pause 0.55),2380.5091
8637,2163,ATL_se0_ag1_m_02,2380.5091,and yet,2380.8752
8638,2164,ATL_se0_ag1_m_02,2380.8752,(pause 0.40),2381.2722
8639,2165,ATL_se0_ag1_m_02,2381.2722,the menace of the years,2382.422
8640,2166,ATL_se0_ag1_m_02,2382.422,(pause 0.48),2382.9015
8641,2167,ATL_se0_ag1_m_02,2382.9015,finds and shall find me,2384.5462
8642,2168,ATL_se0_ag1_m_02,2384.5462,(pause 0.54),2385.0875
8643,2169,ATL_se0_ag1_m_02,2385.0875,unafraid.,2385.8867
8644,2170,ATL_se0_ag1_m_02,2385.8867,(pause 1.35),2387.2413
8645,2171,ATL_se0_ag1_m_02,2387.2413,It matters not how strait,2388.6442
8646,2172,ATL_se0_ag1_m_02,2388.6442,(pause 0.08),2388.7264
8647,2173,ATL_se0_ag1_m_02,2388.7264,"the gate,",2389.0922
8648,2174,ATL_se0_ag1_m_02,2389.0922,(pause 0.90),2389.9945
8649,2175,ATL_se0_ag1_m_02,2389.9945,"how charged with punishments the scroll,",2392.2359
8650,2176,ATL_se0_ag1_m_02,2392.2359,(pause 1.26),2393.4991
8651,2177,ATL_se0_ag1_m_02,2393.4991,I,2394.0978
8652,2178,ATL_se0_ag1_m_02,2394.0978,(pause 0.07),2394.1694
8653,2179,ATL_se0_ag1_m_02,2394.1694,am the master of my fate.,2395.7367
8654,2180,ATL_se0_ag1_m_02,2395.7367,(pause 0.93),2396.6699
8655,2181,ATL_se0_ag1_m_02,2396.6699,I am,2397.6083
8656,2182,ATL_se0_ag1_m_02,2397.6083,(pause 0.43),2398.0348
8657,2183,ATL_se0_ag1_m_02,2398.0348,the captain of my soul.,2399.5094
8658,2184,ATL_se0_ag1_m_02,2399.5094,(pause 5.48),2404.9938
8659,2185,ATL_se0_ag1_m_02,2404.9938,So,2405.4681
8660,2186,ATL_int_01,2405.8033,"That was dope as well, man.",2407.02
8661,2187,ATL_int_01,2407.02,(pause 2.64),2409.6584
8662,2188,ATL_int_01,2409.6584,"Oh man, well,",2411.1588
8663,2189,ATL_int_01,2411.1588,(pause 0.53),2411.6847
8664,2190,ATL_int_01,2411.6847,"I appreciate you for your time [though, man]",2414.2935
8665,2191,ATL_se0_ag1_m_02,2413.4841,"[Definitely], definitely.",2415.1597
8666,2192,ATL_int_01,2415.6481,and the words of wisdom,2417.4527
8667,2193,ATL_int_01,2417.4527,(pause 0.33),2417.7826
8668,2194,ATL_int_01,2417.7826,and,2418.2673
8669,2195,ATL_int_01,2418.2673,(pause 1.17),2419.4377
8670,2196,ATL_int_01,2419.4377,"just, you know,",2420.3863
8671,2197,ATL_int_01,2420.3863,(pause 0.89),2421.2731
8672,2198,ATL_int_01,2421.2731,everything. I'm excited,2422.9474
8673,2199,ATL_int_01,2422.9474,(pause 0.36),2423.3031
8674,2200,ATL_int_01,2423.3031,about your future.,2424.3962
8675,2201,ATL_int_01,2424.3962,(pause 0.69),2425.0819
8676,2202,ATL_int_01,2425.0819,Definitely gonna,2425.8604
8677,2203,ATL_se0_ag1_m_02,2425.9378,I appreciate [that.],2426.9122
8678,2204,ATL_int_01,2426.7266,"[be in] touch after this interview,",2428.5143
8679,2205,ATL_int_01,2429.0196,"and, um,",2429.6589
8680,2206,ATL_int_01,2429.6589,(pause 1.28),2430.9427
8681,2207,ATL_int_01,2430.9427,"it's /RD-NAME-3/, and",2432.4121
8682,2208,ATL_int_01,2432.4121,(pause 0.70),2433.1133
8683,2209,ATL_int_01,2433.1133,I'm signing off. This is a wrap.,2434.6288
8684,1,ATL_int_01,0.9274,"Um,",1.773
8685,2,ATL_int_01,1.773,(pause 0.18),1.9534
8686,3,ATL_int_01,1.9534,yup.,2.2009
8687,4,ATL_int_01,2.2009,(pause 0.29),2.4948
8688,5,ATL_int_01,2.4948,[We're recording] now.,3.3558
8689,6,ATL_se0_ag1_m_03,2.6443,[Yeah.],2.964
8690,7,ATL_int_01,3.5284,"[Um],",4.0548
8691,8,ATL_se0_ag1_m_03,3.6012,[Okay.],3.9533
8692,9,ATL_int_01,4.8716,"ay, this is",5.6914
8693,10,ATL_int_01,5.6914,(pause 0.13),5.8219
8694,11,ATL_int_01,5.8219,/RD-NAME-3/. I'm gonna be in-,7.6406
8695,12,ATL_int_01,7.6406,(pause 0.85),8.4948
8696,13,ATL_int_01,8.4948,/ducting/ this,9.2695
8697,14,ATL_int_01,9.2695,(pause 0.12),9.3872
8698,15,ATL_int_01,9.3872,"interview,",10.057
8699,16,ATL_int_01,10.057,(pause 0.09),10.1447
8700,17,ATL_int_01,10.1447,or conducting this interview,11.5934
8701,18,ATL_int_01,11.5934,(pause 0.23),11.8241
8702,19,ATL_int_01,11.8241,with,12.2572
8703,20,ATL_int_01,12.2572,(pause 0.54),12.7985
8704,21,ATL_int_01,12.7985,Mr. /RD-NAME-1/.,13.6956
8705,22,ATL_int_01,13.6956,(pause 0.11),13.8091
8706,23,ATL_int_01,13.8091,"Um,",14.3298
8707,24,ATL_int_01,14.3298,(pause 0.35),14.6804
8708,25,ATL_int_01,14.6804,"/RD-NAME-1/,",15.129
8709,26,ATL_int_01,15.129,(pause 0.14),15.2682
8710,27,ATL_int_01,15.2682,may I have your,15.9951
8711,28,ATL_int_01,15.9951,(pause 0.47),16.4643
8712,29,ATL_int_01,16.4643,"guess, government [name?]",17.5986
8713,30,ATL_se0_ag1_m_03,17.4491,"[Uh], my government name is, um, /RD-NAME-4/.",19.9637
8714,31,ATL_int_01,20.0978,Mm-hm.,20.3762
8715,32,ATL_se0_ag1_m_03,20.8815,"Yeah, from- originally from Compton, California.",23.4903
8716,33,ATL_se0_ag1_m_03,23.4903,(pause 0.57),24.0561
8717,34,ATL_se0_ag1_m_03,24.0561,"Been living in Atlanta for like,",25.3141
8718,35,ATL_se0_ag1_m_03,25.3141,(pause 0.66),25.974
8719,36,ATL_se0_ag1_m_03,25.974,"uh, wanna say",26.9207
8720,37,ATL_se0_ag1_m_03,26.9207,(pause 0.07),26.9925
8721,38,ATL_se0_ag1_m_03,26.9925,"seven,",27.6474
8722,39,ATL_se0_ag1_m_03,27.6474,(pause 0.08),27.7261
8723,40,ATL_se0_ag1_m_03,27.7261,"eight years now,",28.8304
8724,41,ATL_se0_ag1_m_03,28.8304,(pause 0.88),29.7069
8725,42,ATL_se0_ag1_m_03,29.7069,yeah.,30.1245
8726,43,ATL_int_01,30.8862,"Nice,",31.372
8727,44,ATL_int_01,31.372,(pause 0.18),31.5548
8728,45,ATL_int_01,31.5548,definitely hit on a lot of points that,33.1243
8729,46,ATL_int_01,33.1243,(pause 0.15),33.272
8730,47,ATL_int_01,33.272,I ain't even have to ask [for.],34.5036
8731,48,ATL_se0_ag1_m_03,34.4654,"[Yeah], <laugh> [yeah.]",35.7275
8732,49,ATL_int_01,35.6141,"[So], um,",36.4737
8733,50,ATL_int_01,36.6284,"let's just get right into it. How, um,",38.768
8734,51,ATL_int_01,38.768,(pause 0.29),39.0568
8735,52,ATL_int_01,39.0568,long you been living in Atlanta?,40.2632
8736,53,ATL_se0_ag1_m_03,40.6654,"Uh, about",41.547
8737,54,ATL_se0_ag1_m_03,41.547,(pause 0.26),41.81
8738,55,ATL_se0_ag1_m_03,41.81,"maybe seven,",42.8295
8739,56,ATL_se0_ag1_m_03,42.8295,(pause 0.18),43.0099
8740,57,ATL_se0_ag1_m_03,43.0099,"eight years. I moved down here my, uh, senior year in high school",47.3769
8741,58,ATL_int_01,47.6811,Mm-hm.,47.9389
8742,59,ATL_se0_ag1_m_03,48.0355,"because, uh, my mother got a job down here and, uh,",50.9176
8743,60,ATL_se0_ag1_m_03,50.9176,(pause 0.35),51.263
8744,61,ATL_se0_ag1_m_03,51.263,"due to the, um,",52.387
8745,62,ATL_se0_ag1_m_03,52.387,(pause 1.05),53.4388
8746,63,ATL_se0_ag1_m_03,53.4388,<ts>,53.5419
8747,64,ATL_se0_ag1_m_03,53.5419,(pause 0.59),54.1348
8748,65,ATL_se0_ag1_m_03,54.1348,"uh, I'll say the nature of",55.5255
8749,66,ATL_se0_ag1_m_03,55.5255,(pause 0.22),55.742
8750,67,ATL_se0_ag1_m_03,55.742,California and,56.7629
8751,68,ATL_se0_ag1_m_03,56.7629,(pause 0.91),57.6703
8752,69,ATL_se0_ag1_m_03,57.6703,how Los Angeles is and operates. I- I couldn't stay with my father,61.3753
8753,70,ATL_se0_ag1_m_03,61.3753,(pause 0.10),61.4784
8754,71,ATL_se0_ag1_m_03,61.4784,due to like some political situations as far as the streets was concerned. So I couldn't,65.1552
8755,72,ATL_int_01,65.3614,Okay.,65.7533
8756,73,ATL_se0_ag1_m_03,65.81,"stay with him,",66.6232
8757,74,ATL_se0_ag1_m_03,66.6232,(pause 0.66),67.2832
8758,75,ATL_se0_ag1_m_03,67.2832,so I-,67.7393
8759,76,ATL_se0_ag1_m_03,67.7393,(pause 0.08),67.8176
8760,77,ATL_se0_ag1_m_03,67.8176,I moved out here with my mom.,68.9382
8761,78,ATL_int_01,69.5981,"Wow, okay.",70.753
8762,79,ATL_se0_ag1_m_03,70.9696,Yeah.,71.3408
8763,80,ATL_int_01,71.9595,"Now, that sounds like a very interesting story",74.4278
8764,81,ATL_se0_ag1_m_03,74.5463,[Yeah.],75.0361
8765,82,ATL_int_01,74.8402,"[/that can/], um,",75.4641
8766,83,ATL_int_01,75.9694,indirectly,76.8201
8767,84,ATL_int_01,76.8201,(pause 0.21),77.0315
8768,85,ATL_int_01,77.0315,tie into-,77.8667
8769,86,ATL_se0_ag1_m_03,78.0523,Yeah.,78.4596
8770,87,ATL_se0_ag1_m_03,78.4596,(pause 0.17),78.6284
8771,88,ATL_se0_ag1_m_03,78.6284,<laugh>,79.278
8772,89,ATL_int_01,79.3502,"what you call it again? Um, how old are you?",81.3971
8773,90,ATL_se0_ag1_m_03,81.6548,I'm twenty-six years old.,83.3872
8774,91,ATL_int_01,83.8241,"Ooh, okay, [okay.]",85.4224
8775,92,ATL_se0_ag1_m_03,85.0718,"[Yeah, I'm old] as hell.",86.0205
8776,93,ATL_int_01,86.1442,[Yeah.],86.469
8777,94,ATL_se0_ag1_m_03,86.3453,[<laugh>],87.3249
8778,95,ATL_int_01,87.1186,[I'm a] little bit older,88.2883
8779,96,ATL_se0_ag1_m_03,88.5571,[<laugh>],89.181
8780,97,ATL_int_01,88.9844,"[/unintelligible/] right now, I'm twenty-seven.",90.9539
8781,98,ATL_se0_ag1_m_03,91.2323,[<laugh>],91.7994
8782,99,ATL_int_01,91.6499,"[Um],",92.2274
8783,100,ATL_int_01,92.5419,"let's see,",93.1695
8784,101,ATL_int_01,93.1695,(pause 0.35),93.5149
8785,102,ATL_int_01,93.5149,what's your,94.1285
8786,103,ATL_int_01,94.1285,(pause 0.39),94.5152
8787,104,ATL_int_01,94.5152,"nationality, or what do you identify as?",96.7092
8788,105,ATL_se0_ag1_m_03,96.7312,I am,97.5365
8789,106,ATL_se0_ag1_m_03,97.5365,(pause 0.23),97.7634
8790,107,ATL_se0_ag1_m_03,97.7634,of black descent.,99.4297
8791,108,ATL_se0_ag1_m_03,99.4297,(pause 0.35),99.7813
8792,109,ATL_se0_ag1_m_03,99.7813,I'm African American.,101.933
8793,110,ATL_int_01,103.2271,Okay.,103.6963
8794,111,ATL_se0_ag1_m_03,103.7169,Yeah.,104.1758
8795,112,ATL_int_01,104.7577,I can dig it.,105.3867
8796,113,ATL_se0_ag1_m_03,105.4782,[Yeah. <laugh>],106.8716
8797,114,ATL_int_01,105.5083,"[Um],",106.0364
8798,115,ATL_int_01,107.0418,"Let's see, obviously",108.3654
8799,116,ATL_int_01,108.3654,(pause 0.32),108.6851
8800,117,ATL_int_01,108.6851,you're male.,109.4688
8801,118,ATL_se0_ag1_m_03,109.6028,Yeah.,110.005
8802,119,ATL_int_01,110.4329,"Okay. Um, let's see.",112.1447
8803,120,ATL_int_01,112.1447,(pause 2.25),114.3919
8804,121,ATL_int_01,114.3919,"What about school-wise,",116.4903
8805,122,ATL_int_01,116.4903,(pause 0.16),116.6502
8806,123,ATL_int_01,116.6502,did- did you actually say how long you been,118.6183
8807,124,ATL_int_01,118.6183,(pause 0.23),118.8503
8808,125,ATL_int_01,118.8503,living in Atlanta for?,119.8299
8809,126,ATL_se0_ag1_m_03,119.9382,Yeah.,120.4074
8810,127,ATL_se0_ag1_m_03,120.4074,(pause 0.21),120.6188
8811,128,ATL_se0_ag1_m_03,120.6188,"I been living here for like seven years, off and on [kind] of",123.252
8812,129,ATL_int_01,122.9089,[S-],123.0904
8813,130,ATL_se0_ag1_m_03,123.3887,"[cause] I been to- uh, I'm from California.",125.866
8814,131,ATL_int_01,123.5035,[yeah.],123.7354
8815,132,ATL_int_01,125.9794,Mm-hm.,126.2682
8816,133,ATL_se0_ag1_m_03,126.3971,"I came down here my senior year,",127.9902
8817,134,ATL_se0_ag1_m_03,127.9902,(pause 0.22),128.2119
8818,135,ATL_se0_ag1_m_03,128.2119,"and, uh,",128.9647
8819,136,ATL_int_01,129.4538,Fresh out [the /?/],130.454
8820,137,ATL_se0_ag1_m_03,129.9487,[I left-],130.9696
8821,138,ATL_se0_ag1_m_03,131.0355,I went to /RD-SCHOOL-4/ University my freshman year,133.8091
8822,139,ATL_int_01,134.0462,[Wow.],134.8918
8823,140,ATL_se0_ag1_m_03,134.17,[to-],134.6598
8824,141,ATL_se0_ag1_m_03,134.9073,"yeah, and then, [uh],",136.2007
8825,142,ATL_int_01,135.923,[Oh I] caught your early [wave with Atlanta.],138.2011
8826,143,ATL_se0_ag1_m_03,137.2525,[yeah.],137.7784
8827,144,ATL_se0_ag1_m_03,137.7784,(pause 0.28),138.0568
8828,145,ATL_se0_ag1_m_03,138.0568,"[Yeah], the early [wave. Y- go Wildcats] matter fact. Go [/RD-SCHOOL-4/ I feel] you.",141.9687
8829,146,ATL_int_01,138.959,[Okay.],139.4798
8830,147,ATL_int_01,139.4798,(pause 1.34),140.8241
8831,148,ATL_int_01,140.8241,[<laugh>],141.5923
8832,149,ATL_int_01,142.2832,[Yeah.],142.7833
8833,150,ATL_se0_ag1_m_03,142.4739,"[But, um],",143.0772
8834,151,ATL_se0_ag1_m_03,143.5123,"and then after that I, uh, was looking for another place to play. I was playing basketball at the time.",147.8862
8835,152,ATL_int_01,147.9635,Yeah.,148.2832
8836,153,ATL_se0_ag1_m_03,148.3507,<ts>,148.4116
8837,154,ATL_se0_ag1_m_03,148.4116,(pause 0.16),148.5667
8838,155,ATL_se0_ag1_m_03,148.5667,And I end up down in Mississippi at /RD-SCHOOL-1/ College playing ball for Coach /RD-NAME-2/.,153.3101
8839,156,ATL_se0_ag1_m_03,153.3101,(pause 0.61),153.9223
8840,157,ATL_se0_ag1_m_03,153.9223,And,154.3608
8841,158,ATL_se0_ag1_m_03,154.3608,(pause 0.09),154.4469
8842,159,ATL_se0_ag1_m_03,154.4469,"I stayed there for a while,",156.0899
8843,160,ATL_se0_ag1_m_03,156.0899,(pause 0.13),156.219
8844,161,ATL_se0_ag1_m_03,156.219,go- went back to /RD-SCHOOL-3/,157.8201
8845,162,ATL_se0_ag1_m_03,157.8201,(pause 0.15),157.9696
8846,163,ATL_se0_ag1_m_03,157.9696,c-,158.0288
8847,164,ATL_se0_ag1_m_03,158.0288,(pause 0.08),158.1067
8848,165,ATL_se0_ag1_m_03,158.1067,and came back to /RD-SCHOOL-1/ and end up graduating there.,160.8864
8849,166,ATL_se0_ag1_m_03,160.8864,(pause 0.15),161.0411
8850,167,ATL_se0_ag1_m_03,161.0411,"Uh, April twenty-fourth, two thousand sixteen,",163.6035
8851,168,ATL_se0_ag1_m_03,163.6035,(pause 0.41),164.016
8852,169,ATL_se0_ag1_m_03,164.016,got my degree.,164.9234
8853,170,ATL_se0_ag1_m_03,164.9234,(pause 0.19),165.1128
8854,171,ATL_se0_ag1_m_03,165.1128,[<laugh> Yeah.],166.7059
8855,172,ATL_int_01,165.6851,"[Nice, nice], nice.",167.4535
8856,173,ATL_int_01,168.5311,Congratulations on that.,170.3717
8857,174,ATL_se0_ag1_m_03,170.3872,Thank you. It was rough. <laugh>,172.8222
8858,175,ATL_int_01,172.8452,"I believe it, but you persevered.",174.9126
8859,176,ATL_se0_ag1_m_03,174.9281,Yeah.,175.4231
8860,177,ATL_int_01,175.4488,"What did, um, getting your degree,",177.0832
8861,178,ATL_int_01,177.0832,(pause 1.03),178.113
8862,179,ATL_int_01,178.113,"you know, teach you in particular? What did you learn from that?",180.526
8863,180,ATL_se0_ag1_m_03,180.6961,"Um,",181.2993
