Word,File,WordStart,WordEnd,WordDur,CitePron,ActPron,S1,S1End,S1Dur,S2,S2End,S2Dur
two,s2002b.words,427.677125,427.898125,0.221,tuw,tuw,t,427.811724,0.13478099999999998,uw+1,427.898586,0.086862
two,s2002b.words,428.088125,428.319125,0.231,tuw,tuw,t,428.223566,0.13506600000000002,uw+1,428.319413,0.095847
time,s2002b.words,469.452125,470.056125,0.604,taym,taym,t,469.59786900000006,0.145268,ay+1,469.93483,0.336961
type,s2002b.words,497.83267,498.213125,0.38045500000000004,tayp,tayp,t,497.994,0.16133,ay+1,498.11400000000003,0.12
course,s2002b.words,551.076125,551.509125,0.433,kowrs,kaors,k,551.200704,0.124301,ao+1,551.258562,0.05785800000000001
care,s2003a.words,125.743,126.354,0.611,kehr,kehr,k,125.923469,0.18096900000000002,eh,126.23349099999999,0.31002199999999996
care,s2003a.words,128.23066799999998,128.83100000000002,0.600332,kehr,kehr,k,128.395513,0.164845,eh,128.576434,0.180921
part,s2003a.words,154.467,154.99200000000002,0.525,paart,paardx,p,154.770075,0.302628,aa+1,154.886852,0.11677699999999999
kind,s2003a.words,187.02200000000002,187.21695400000002,0.194954,kaynd,kayn,k,187.09573400000002,0.074013,ay,187.17632700000001,0.080593
kind,s2003a.words,187.02200000000002,187.21695400000002,0.194954,kaynd,kayn,k,187.09573400000002,0.074013,ay,187.17632700000001,0.080593
two,s2003a.words,215.16400000000002,215.39496699999998,0.230967,tuw,tuw,t,215.29272400000002,0.12829000000000002,uw+1,215.39469300000002,0.101969
ten,s2003b.words,11.784562,12.071563000000001,0.287001,tehn,tehn,t,11.936781,0.152593,eh,12.012439,0.075658
path,s2003b.words,28.665561999999998,29.226562,0.561,paeth,paeth,p,28.791938000000002,0.126538,ae+1,29.127572999999998,0.335635
course,s2003b.words,40.898563,41.490563,0.5920000000000001,kowrs,kaors,k,41.045334000000004,0.14638099999999998,ao,41.204125,0.15879100000000002
take,s2003b.words,105.776563,106.053345,0.27678200000000003,teyk,teyk,t,105.881708,0.10526400000000001,ey+1,105.99506299999999,0.113355
take,s2003b.words,107.23556299999998,107.52593700000001,0.29037399999999997,teyk,teyk,t,107.35538999999999,0.120065,ey,107.455063,0.099673
two,s2003b.words,112.17156299999999,112.429562,0.257999,tuw,tuw,t,112.279734,0.108554,uw,112.429402,0.149668
two,s2003b.words,128.89156200000002,129.11056299999998,0.21900100000000003,tuw,tuw,t,129.00318700000003,0.11161099999999999,uw,129.110327,0.10714000000000001
take,s2003b.words,140.32956299999998,140.58701299999998,0.25745,teyk,teyk,t,140.450788,0.12171099999999999,ey,140.53138,0.080592
take,s2003b.words,150.33256200000002,150.625563,0.293001,teyk,teyk,t,150.43598300000002,0.103618,ey+1,150.533023,0.09704
part,s2003b.words,151.11656200000002,151.46756200000002,0.35100000000000003,paart,paardx,p,151.248481,0.131574,aa+1,151.355251,0.10677
care,s2003b.words,164.677563,165.08756200000002,0.409999,kehr,kehrah,k,164.832363,0.154606,eh,164.952437,0.120074
time,s2003b.words,181.49056299999998,182.011562,0.520999,taym,taym,t,181.616874,0.126613,ay+1,181.946875,0.33000100000000004
time,s2003b.words,182.78756299999998,183.172563,0.385,taym,taym,t,182.881709,0.09375,ay+1,183.110328,0.22861900000000002
take,s2003b.words,191.00756299999998,191.274563,0.267,teyk,teyk,t,191.09881299999998,0.09310299999999999,ey,191.168813,0.07
kind,s2003b.words,432.137562,432.582563,0.44500100000000004,kaynd,kaynd,k,432.271946,0.13486900000000002,ay,432.43313,0.161184
kind,s2003b.words,432.137562,432.582563,0.44500100000000004,kaynd,kaynd,k,432.271946,0.13486900000000002,ay,432.43313,0.161184
post,s2004a.words,3.49554,3.7705379999999997,0.274998,powst,pows,p,3.598872,0.103332,ow,3.6938720000000003,0.095
take,s2004a.words,12.16387,12.432202,0.268332,teyk,tayk,t,12.273869,0.109999,ay,12.387202,0.11333299999999999
care,s2004a.words,12.432202,12.7022,0.269998,kehr,ker,k,12.555534,0.124999,er,12.700533,0.144999
part,s2004a.words,152.91,153.36716,0.45716,paart,paartq,p,153.048563,0.138372,aa+1,153.19856299999998,0.15
course,s2004a.words,253.983,254.31,0.327,kowrs,kaors,k,254.106375,0.12368900000000001,ao+1,254.166375,0.06
two,s2004a.words,283.351,283.685,0.33399999999999996,tuw,tuw,t,283.511101,0.159976,uw+1,283.685081,0.17398
pull,s2101a.words,114.791,115.111,0.32,puhl,puhl,p,115.011063,0.22,uh,115.058777,0.047714
turn,s2101a.words,116.735634,116.946,0.210366,tern,tern,t,116.88106299999998,0.145429,er,116.91106299999998,0.03
kind,s2101a.words,122.243,122.431,0.188,kaynd,kehnx,k,122.33345700000001,0.090567,eh,122.40493300000001,0.071476
kind,s2101a.words,122.243,122.431,0.188,kaynd,kehnx,k,122.33345700000001,0.090567,eh,122.40493300000001,0.071476
kind,s2101a.words,124.78013999999999,125.12799999999999,0.34786,kaynd,kaynd,k,124.943148,0.165273,ay,125.053446,0.11029800000000001
kind,s2101a.words,124.78013999999999,125.12799999999999,0.34786,kaynd,kaynd,k,124.943148,0.165273,ay,125.053446,0.11029800000000001
kind,s2101a.words,125.86200000000001,126.101,0.239,kaynd,kaan,k,125.976375,0.114077,aa,126.026375,0.05
kind,s2101a.words,125.86200000000001,126.101,0.239,kaynd,kaan,k,125.976375,0.114077,aa,126.026375,0.05
take,s2101a.words,138.614,138.900385,0.286385,teyk,teyk,t,138.73988799999998,0.125878,ey,138.813726,0.073838
time,s2101a.words,217.332,217.653,0.321,taym,taym,t,217.47486800000001,0.143056,ay,217.61652,0.141652
ten,s2101a.words,218.382,218.582,0.2,tehn,tehn,t,218.481297,0.099485,eh,218.551812,0.070515
take,s2101a.words,230.139037,230.53099999999998,0.391963,teyk,teyk,t,230.294188,0.154121,ey,230.441585,0.147397
talk,s2101a.words,259.969,260.285,0.316,taak,taok,t,260.080498,0.111561,ao,260.178937,0.098439
talk,s2101a.words,262.19,262.587,0.397,taak,taok,t,262.333256,0.14291500000000001,ao,262.486938,0.15368199999999999
come,s2101a.words,477.99,478.181,0.191,kahm,kahm,k,478.10025,0.11,ah,478.152975,0.052725
time,s2101a.words,489.717,489.91350700000004,0.196507,taym,taam,t,489.8425,0.125222,aa,489.882617,0.040117
kind,s2101a.words,493.245,493.519,0.27399999999999997,kaynd,kaendx,k,493.379868,0.135275,ae,493.44254800000004,0.06268
kind,s2101a.words,493.245,493.519,0.27399999999999997,kaynd,kaendx,k,493.379868,0.135275,ae,493.44254800000004,0.06268
pain,s2101a.words,517.096,517.3568740000001,0.260874,peyn,peyn,p,517.207063,0.111384,ey,517.3151780000001,0.108115
time,s2101a.words,520.399,520.79,0.391,taym,taym,t,520.567063,0.167595,ay,520.7282,0.161137
time,s2101a.words,525.334633,525.812396,0.477763,taym,taym,t,525.475625,0.14614100000000002,ay,525.685625,0.21
pain,s2101a.words,526.580513,526.91,0.329487,peyn,peyn,p,526.670093,0.0885499999999,ey,526.869995,0.199902
talk,s2101a.words,534.135,534.4,0.265,taak,taok,t,534.272187,0.137146,ao,534.342187,0.06999999999989999
part,s2101a.words,541.084221,541.465,0.380779,paart,paartq,p,541.212187,0.128996,aa,541.275396,0.063209
put,s2101a.words,541.681,541.872,0.191,puht,puht,p,541.782187,0.100771,uh,541.812187,0.03
part,s2101a.words,548.979,549.289,0.31,paart,paardx,p,549.096991,0.11755299999999999,aa,549.1855400000001,0.0885489999999
part,s2101a.words,551.386942,551.6669999999999,0.280058,paart,paardx,p,551.486818,0.101935,aa,551.574338,0.08752
come,s2101b.words,4.849,5.371,0.522,kahm,kahm,k,5.000312,0.15095999999999998,ah,5.082247,0.08193500000000001
pay,s2101b.words,16.804000000000002,17.077477,0.273477,pey,pey,p,16.985306,0.18111300000000002,ey,17.073334,0.088028
pay,s2101b.words,23.17938,23.432,0.25261999999999996,pey,pey,p,23.333689,0.155345,ey,23.431563,0.097874
come,s2101b.words,29.091765000000002,29.398000000000003,0.306235,kahm,kahm,k,29.241332,0.148531,ah,29.323771999999998,0.08244
tell,s2101b.words,30.851999999999997,31.174411,0.322411,tehl,tehl,t,31.004566999999998,0.152942,eh,31.064290999999997,0.059724
paid,s2101b.words,47.357,47.636,0.27899999999999997,peyd,peyd,p,47.48175,0.125209,ey,47.588405,0.106655
kind,s2101b.words,51.375,51.571999999999996,0.19699999999999998,kaynd,kaenx,k,51.469286,0.102252,ae,51.533066999999996,0.06378099999999999
kind,s2101b.words,51.375,51.571999999999996,0.19699999999999998,kaynd,kaenx,k,51.469286,0.102252,ae,51.533066999999996,0.06378099999999999
come,s2101b.words,78.471,78.775,0.304,kahm,kahm,k,78.594813,0.124298,ah,78.67751700000001,0.082704
tell,s2101b.words,80.358,80.645,0.287,tehl,tehl,t,80.495455,0.13705799999999999,eh,80.540797,0.045342
time,s2101b.words,81.845,82.459624,0.614624,taym,taym,t,81.999987,0.154576,ay,82.274102,0.274115
pay,s2101b.words,90.37100000000001,90.62700000000001,0.256,pey,pey,p,90.518875,0.147653,ey,90.626788,0.10791300000000001
pay,s2101b.words,91.37200000000001,91.54799999999999,0.17600000000000002,pey,pey,p,91.489319,0.117478,ey,91.548057,0.058738
come,s2101b.words,97.523,97.809,0.28600000000000003,kahm,kahm,k,97.668875,0.14596199999999998,ah,97.748594,0.07971900000000001
tell,s2101b.words,98.53,98.788,0.258,tehl,tehl,t,98.64023,0.110516,eh,98.746901,0.106671
case,s2101b.words,131.409,131.687,0.278,keys,keys,k,131.500687,0.09174500000000001,ey,131.591337,0.09065
come,s2101b.words,133.515,133.738,0.223,kahm,kahm,k,133.63997700000002,0.12469100000000001,ah,133.681198,0.041221
told,s2101b.words,133.92700000000002,134.191,0.264,towld,towld,t,134.030687,0.103198,ow,134.13068700000002,0.1
told,s2101b.words,135.55700000000002,135.762,0.205,towld,towld,t,135.640687,0.083975,ow,135.70068700000002,0.06
kind,s2101b.words,222.93599999999998,223.145,0.209,kaynd,kaenx,k,223.068625,0.132225,ae,223.112616,0.043991
kind,s2101b.words,222.93599999999998,223.145,0.209,kaynd,kaenx,k,223.068625,0.132225,ae,223.112616,0.043991
tell,s2101b.words,232.01,232.28599999999997,0.276,tehl,tehl,t,232.206375,0.19639700000000002,eh,232.256375,0.05
time,s2101b.words,247.773,248.172,0.39899999999999997,taym,taym,t,247.90225,0.129699,ay,248.08994700000002,0.187697
task,s2101b.words,268.552,269.069015,0.517015,taesk,taeahsk,t,268.641843,0.089655,ae,268.709856,0.068013
kind,s2101b.words,281.56,281.811,0.251,kaynd,kaenx,k,281.690069,0.12984400000000001,ae,281.77972400000004,0.089655
kind,s2101b.words,281.56,281.811,0.251,kaynd,kaenx,k,281.690069,0.12984400000000001,ae,281.77972400000004,0.089655
catch,s2101b.words,314.365,314.753,0.38799999999999996,kaech,kaech,k,314.4925,0.127244,ae,314.600211,0.10771099999999999
park,s2101b.words,385.310634,385.745,0.434366,paark,paark,p,385.41531299999997,0.106003,aa,385.495718,0.08040499999999999
talk,s2101b.words,391.667249,392.17800000000005,0.5107510000000001,taak,taok,t,391.862166,0.194917,ao,392.069665,0.207499
kind,s2101b.words,409.912,410.124,0.212,kaynd,kaenx,k,410.005056,0.09260400000010001,ae,410.085577,0.08052100000000001
kind,s2101b.words,409.912,410.124,0.212,kaynd,kaenx,k,410.005056,0.09260400000010001,ae,410.085577,0.08052100000000001
kid,s2101b.words,437.348,437.734821,0.386821,kihd,kihd,k,437.518375,0.17,ih,437.668375,0.15
point,s2101b.words,450.968279,451.14565999999996,0.17738099999999998,poynt,poyn,p,451.038792,0.07316,oy,451.12315700000005,0.084365
time,s2101b.words,451.181401,451.481,0.299599,taym,taym,t,451.26347300000003,0.082072,ay,451.40462199999996,0.141149
kind,s2101b.words,532.655,532.8480000000001,0.193,kaynd,kehn,k,532.7771700000001,0.122482,eh,532.8142690000001,0.037099
kind,s2101b.words,532.655,532.8480000000001,0.193,kaynd,kehn,k,532.7771700000001,0.122482,eh,532.8142690000001,0.037099
kid,s2101b.words,561.028,561.429,0.401,kihd,kihd,k,561.213375,0.18497,ih,561.368473,0.155098
calm,s2101b.words,565.425,565.732,0.307,kaalm,kaam,k,565.554563,0.13,aa,565.674563,0.12
time,s2102a.words,0.9574020000000001,1.300992,0.34359,taym,taym,t,1.056119,0.098717,ay,1.219152,0.16303299999999998
part,s2102a.words,10.642373,10.923,0.280627,paart,paartq,p,10.793,0.151277,aa,10.856056,0.063056
put,s2102a.words,21.604,21.826,0.222,puht,puhtq,p,21.744313000000002,0.132225,uh,21.775423999999997,0.031111
kid,s2102a.words,21.974,22.179000000000002,0.205,kihd,kihd,k,22.104313,0.13,ih,22.140219000000002,0.035906
kid,s2102a.words,28.318,28.485751,0.167751,kihd,kihd,k,28.417434000000004,0.099247,ih,28.453083000000003,0.035649
kind,s2102a.words,111.27985,111.617,0.33715,kaynd,kaynd,k,111.41648400000001,0.138506,ay,111.53361399999999,0.11713
kind,s2102a.words,111.27985,111.617,0.33715,kaynd,kaynd,k,111.41648400000001,0.138506,ay,111.53361399999999,0.11713
pay,s2102a.words,113.84,114.323,0.483,pey,pey,p,114.0025,0.162623,ey,114.3225,0.32
caught,s2102a.words,117.26564199999999,117.59,0.324358,kaat,kaatq,k,117.4325,0.166858,aa,117.54266499999999,0.11016500000000001
caught,s2102a.words,122.919,123.295,0.376,kaat,kaatq,k,123.08658100000001,0.167973,aa,123.202345,0.115764
pay,s2102a.words,124.89299999999999,125.320975,0.427975,pey,pey,p,124.98937,0.096319,ey,125.319158,0.329788
paid,s2102a.words,127.042,127.49600000000001,0.45399999999999996,peyd,peyd,p,127.26423899999999,0.22258899999999998,ey,127.435304,0.17106500000000002
car,s2102a.words,142.559,142.852832,0.29383200000000004,kaar,kaar,k,142.69968799999998,0.140726,aa,142.792877,0.093189
car,s2102a.words,145.254,145.627778,0.373778,kaar,kaar,k,145.385105,0.131377,aa,145.50882,0.123715
car,s2102a.words,146.081983,146.29,0.208017,kaar,kaar,k,146.172391,0.090408,aa,146.249688,0.077297
put,s2102a.words,150.10299999999998,150.268,0.165,puht,puhdx,p,150.225902,0.122626,uh,150.248174,0.022272
told,s2102a.words,151.58,151.829179,0.24917899999999998,towld,towld,t,151.710859,0.131171,ow,151.77615600000001,0.06529700000000001
car,s2102a.words,153.82,154.045,0.225,kaar,kaar,k,153.947051,0.126752,aa,153.999688,0.052637
time,s2102a.words,157.826,158.317,0.491,taym,taym,t,157.957438,0.131576,ay,158.19743799999998,0.24
car,s2102a.words,160.57,160.89700000000002,0.327,kaar,kaar,k,160.692849,0.12275799999999999,aa,160.807438,0.11458900000000001
car,s2102a.words,166.77599999999998,166.97099999999998,0.195,kaar,kaar,k,166.89125,0.11547,aa,166.93955400000002,0.048304
kid,s2102a.words,186.797,187.085,0.28800000000000003,kihd,kihdx,k,186.951558,0.154437,ih,187.0555,0.103942
calm,s2102a.words,198.722,199.078,0.35600000000000004,kaalm,kaam,k,198.85231299999998,0.130212,aa,198.97231299999999,0.12
take,s2102a.words,212.424,212.74400000000003,0.32,teyk,teyk,t,212.53459500000002,0.110345,ey,212.657542,0.122947
kind,s2102a.words,251.417,251.59400000000002,0.177,kaynd,kahn,k,251.52089700000002,0.103585,ah,251.547312,0.026414999999999998
kind,s2102a.words,251.417,251.59400000000002,0.177,kaynd,kahn,k,251.52089700000002,0.103585,ah,251.547312,0.026414999999999998
kind,s2102a.words,257.829,258.149,0.32,kaynd,kayn,k,257.97695899999997,0.148393,ay,258.094437,0.117478
kind,s2102a.words,257.829,258.149,0.32,kaynd,kayn,k,257.97695899999997,0.148393,ay,258.094437,0.117478
take,s2102a.words,273.78700000000003,274.052,0.265,teyk,teyk,t,273.92296400000004,0.136027,ey,273.972428,0.049464
time,s2102a.words,280.17900000000003,280.527,0.348,taym,taym,t,280.22991,0.050764,ay,280.443982,0.21407199999999998
time,s2102a.words,288.421,288.883,0.462,taym,taym,t,288.53081299999997,0.11,ay,288.813729,0.282916
coin,s2102a.words,301.33,301.892088,0.562088,koyn,koynih,k,301.51018700000003,0.179973,oy,301.752722,0.242535
put,s2102a.words,302.57,302.758,0.188,puht,puhd,p,302.690479,0.12056900000000001,uh,302.719334,0.028855000000000002
cash,s2102a.words,305.512,305.895,0.38299999999999995,kaesh,kaesh,k,305.61175,0.099754,ae,305.757257,0.145507
come,s2102a.words,369.11199999999997,369.366,0.254,kahm,kahm,k,369.254782,0.142845,ah,369.302185,0.047403
time,s2102a.words,381.885,382.23699999999997,0.35200000000000004,taym,taym,t,382.015437,0.13,ay,382.157709,0.142272
tore,s2102a.words,400.102,400.421,0.319,towr,towr,t,400.301644,0.199919,ow,400.373252,0.071608
take,s2102a.words,461.64599999999996,461.945,0.299,teyk,teyk,t,461.76916100000005,0.12328599999999999,ey,461.85461100000003,0.08545
talk,s2102a.words,471.275,471.751,0.47600000000000003,taak,taok,t,471.532001,0.257438,ao,471.675954,0.143953
talk,s2102a.words,484.365,484.668913,0.303913,taak,taok,t,484.484875,0.12,ao,484.594875,0.11
talk,s2102a.words,490.788,491.03969400000005,0.25169400000000003,taak,taok,t,490.887062,0.099021,ao,490.992081,0.105019
talk,s2102a.words,526.621,526.891,0.27,taak,taok,t,526.7215,0.1,ao,526.829882,0.10838199999999999
cool,s2102a.words,550.586,550.836,0.25,kuwl,kuwl,k,550.7251809999999,0.13911800000000002,uw,550.785375,0.060194000000000004
take,s2102a.words,567.883,568.174,0.29100000000000004,teyk,teyk,t,568.012896,0.12984400000000001,ey,568.073696,0.060800000000099996
take,s2102b.words,13.154000000000002,13.471995999999999,0.317996,teyk,teyk,t,13.313187,0.15892699999999998,ey,13.421982,0.108795
time,s2102b.words,26.475662,26.820959000000002,0.34529699999999997,taym,taym,t,26.632209999999997,0.157668,ay,26.735946999999996,0.103737
take,s2102b.words,33.751999999999995,34.028,0.276,teyk,teyk,t,33.842345,0.090392,ey,33.961146,0.118801
tooth,s2102b.words,61.202,61.79600000000001,0.594,tuwth,tuwth,t,61.449645999999994,0.247521,uw,61.705212,0.25556599999999996
kind,s2102b.words,111.34899999999999,111.546,0.19699999999999998,kaynd,kaanx,k,111.44058999999999,0.091205,aa,111.52766299999999,0.087073
kind,s2102b.words,111.34899999999999,111.546,0.19699999999999998,kaynd,kaanx,k,111.44058999999999,0.091205,aa,111.52766299999999,0.087073
cold,s2102b.words,119.613,120.072,0.45899999999999996,kowld,kowld,k,119.795064,0.182074,ow,119.94523000000001,0.15016600000000002
cone,s2102b.words,166.144,166.507,0.363,kown,kown,k,166.252301,0.108176,ow,166.440069,0.18776800000000002
cone,s2102b.words,168.918,169.27,0.35200000000000004,kown,kown,k,169.056875,0.138445,ow,169.199759,0.14288399999999998
pay,s2102b.words,172.847,173.05200000000002,0.205,pey,pey,p,172.962183,0.115475,ey,173.051776,0.08959299999999999
kid,s2102b.words,178.196,178.572,0.376,kihd,kihd,k,178.352666,0.156618,ih,178.44981299999998,0.097147
kept,s2102b.words,190.743,191.06874399999998,0.325744,kehpt,kehpt,k,190.85644299999998,0.112996,eh,190.933056,0.076613
kind,s2102b.words,227.80134700000002,227.952,0.150653,kaynd,kaenx,k,227.87969900000002,0.079388,ae,227.927438,0.047739
kind,s2102b.words,227.80134700000002,227.952,0.150653,kaynd,kaenx,k,227.87969900000002,0.079388,ae,227.927438,0.047739
kind,s2102b.words,239.39,239.572,0.182,kaynd,kaenx,k,239.460495,0.070078,ae,239.547481,0.08698600000000001
kind,s2102b.words,239.39,239.572,0.182,kaynd,kaenx,k,239.460495,0.070078,ae,239.547481,0.08698600000000001
put,s2102b.words,253.438,253.596781,0.158781,puht,puhdx,p,253.556738,0.11850899999999999,uh,253.580211,0.023472999999999997
turn,s2102b.words,266.677769,266.916,0.238231,tern,tern,t,266.779125,0.10653399999999999,er,266.863624,0.084499
put,s2102b.words,278.41200000000003,278.627,0.215,puht,puhtq,p,278.54231,0.13080999999999998,uh,278.5715,0.029189999999999997
tear,s2102b.words,307.507,307.78700000000003,0.28,tihr,tehr,t,307.665746,0.159088,eh,307.728951,0.063205
put,s2102b.words,317.282,317.44381200000004,0.16181199999999998,puht,puhd,p,317.356563,0.074557,uh,317.400437,0.043874
put,s2102b.words,346.277389,346.474,0.19661099999999998,puht,puhtq,p,346.392881,0.11643900000000001,uh,346.444,0.051119
two,s2102b.words,364.671,364.88599999999997,0.215,tuw,tuw,t,364.806312,0.135599,uw,364.88631200000003,0.08
pay,s2102b.words,374.865787,375.13300000000004,0.26721300000000003,pey,pey,p,374.985328,0.11954100000000001,ey,375.133406,0.148078
told,s2102b.words,390.066,390.33144100000004,0.265441,towld,towl,t,390.220375,0.153948,ow,390.308367,0.087992
time,s2102b.words,392.181,392.531502,0.350502,taym,taym,t,392.314981,0.133966,ay,392.456161,0.14118
come,s2102b.words,395.75,395.99199999999996,0.242,kahm,kahm,k,395.87331,0.12365999999999999,ah,395.932049,0.058739
time,s2102b.words,406.259,406.490663,0.231663,taym,tahm,t,406.34955299999996,0.090834,ah,406.44729700000005,0.09774400000000001
kind,s2102b.words,428.148709,428.42699999999996,0.278291,kaynd,kaen,k,428.28575,0.138122,ae,428.36815700000005,0.08240700000000001
kind,s2102b.words,428.148709,428.42699999999996,0.278291,kaynd,kaen,k,428.28575,0.138122,ae,428.36815700000005,0.08240700000000001
pay,s2102b.words,429.79942,430.05,0.25058,pey,pey,p,429.89083099999993,0.091306,ey,430.049938,0.159107
pay,s2102b.words,430.65761299999997,430.87199999999996,0.214387,pey,pey,p,430.741037,0.082074,ey,430.872279,0.131242
card,s2102b.words,477.209008,477.428562,0.219554,kaard,kahrn,k,477.21418600000004,0.013561000000000002,k,477.290625,0.076439
kind,s2102b.words,478.03026500000004,478.259133,0.228868,kaynd,kahn,k,478.12450099999995,0.092165,ah,478.203861,0.07936
kind,s2102b.words,478.03026500000004,478.259133,0.228868,kaynd,kahn,k,478.12450099999995,0.092165,ah,478.203861,0.07936
told,s2102b.words,540.363,540.649351,0.286351,towld,towld,t,540.5029139999999,0.140149,ow,540.583294,0.08038
time,s2201a.words,109.54700000000001,109.963,0.41600000000000004,taym,taym,t,109.662421,0.115593,ay,109.903806,0.241385
came,s2201a.words,134.986,135.44,0.45399999999999996,keym,kiym,k,135.09985700000001,0.11389300000000001,iy,135.25626100000002,0.156404
came,s2201a.words,137.556,137.84,0.284,keym,keym,k,137.634428,0.078195,ey,137.791875,0.157447
two,s2201a.words,379.273,379.532,0.259,tuw,tuw,t,379.404354,0.131701,uw,379.531852,0.127498
course,s2201a.words,479.12800000000004,479.415,0.287,kowrs,kahrs,k,479.206375,0.078324,ah,479.27096100000006,0.064586
post,s2201a.words,510.145,510.56,0.415,powst,powihst,p,510.257875,0.11302000000000001,ow,510.358583,0.100708
time,s2201a.words,532.139,532.444,0.305,taym,taym,t,532.219875,0.081092,ay,532.402186,0.182311
pick,s2201a.words,551.0840000000001,551.3290000000001,0.245,pihk,pihk,p,551.18629,0.102279,ih,551.243734,0.057444
call,s2201a.words,557.857,558.19,0.33299999999999996,kaal,kaol,k,557.959938,0.10092000000000001,ao,558.1099379999999,0.15
come,s2201a.words,560.508,560.7919999999999,0.284,kahm,kahm,k,560.622462,0.114889,ah,560.709938,0.0874759999999
ten,s2201a.words,588.036,588.344,0.308,tehn,tehn,t,588.173763,0.13777999999999999,eh,588.2636190000001,0.08985599999989999
ten,s2201a.words,588.607,588.882,0.275,tehn,tehn,t,588.72175,0.11517899999999999,eh,588.819231,0.0974809999999
ten,s2201a.words,598.015207,598.307,0.29179299999999997,tehn,tehn,t,598.146308,0.129364,eh,598.240657,0.0943490000001
kind,s2201b.words,16.093614000000002,16.358087,0.264473,kaynd,kaynd,k,16.197837,0.106295,ay,16.302670000000003,0.104833
kind,s2201b.words,16.093614000000002,16.358087,0.264473,kaynd,kaynd,k,16.197837,0.106295,ay,16.302670000000003,0.104833
tank,s2201b.words,25.381188,25.716188,0.335,taengk,tehngk,t,25.505446,0.1243,eh,25.590301,0.084855
course,s2201b.words,38.35417,38.651187,0.29701700000000003,kowrs,kaors,k,38.465711,0.117755,ao,38.525614000000004,0.059903
ten,s2201b.words,53.973187,54.159188,0.186001,tehn,tehnx,t,54.076416,0.103333,eh,54.133324,0.05690800000000001
catch,s2201b.words,69.292187,69.572188,0.280001,kaech,kehch,k,69.382062,0.08999,eh,69.46429599999999,0.082234
time,s2201b.words,72.518187,72.862188,0.344001,taym,taym,t,72.640713,0.122804,ay,72.805451,0.16473800000000002
time,s2201b.words,98.955187,99.36788,0.41269300000000003,taym,taym,t,99.062936,0.107826,ay,99.293314,0.23037800000000003
call,s2201b.words,104.265188,104.519188,0.254,kaal,kaol,k,104.364687,0.099999,ao,104.444687,0.08
two,s2201b.words,110.59918700000001,110.78618700000001,0.187,tuw,tuw,t,110.73358600000002,0.134873,uw,110.785882,0.052296
took,s2201b.words,113.16918799999999,113.40718700000001,0.237999,tuhk,tuhk,t,113.23491499999999,0.066045,uh,113.321623,0.08670800000000001
two,s2201b.words,119.56918700000001,119.829187,0.26,tuw,tuw,t,119.72393799999999,0.15431,uw,119.828713,0.104775
put,s2201b.words,159.265188,159.47653,0.211342,puht,puhdx,p,159.405341,0.140465,uh,159.444875,0.039534
time,s2201b.words,177.07218799999998,177.392187,0.319999,taym,taym,t,177.175345,0.10274000000000001,ay,177.327852,0.152507
come,s2201b.words,187.390188,187.582188,0.192,kahm,kahm,k,187.481423,0.091047,ah,187.532797,0.051374
kind,s2201b.words,196.540188,196.80518700000002,0.264999,kaynd,kayn,k,196.630376,0.090197,ay,196.76331499999998,0.132939
kind,s2201b.words,196.540188,196.80518700000002,0.264999,kaynd,kayn,k,196.630376,0.090197,ay,196.76331499999998,0.132939
put,s2201b.words,202.17918799999998,202.403187,0.22399899999999998,puht,puhdx,p,202.287183,0.107554,uh,202.37386999999998,0.086687
put,s2201b.words,232.28218700000002,232.518187,0.23600000000000002,puht,puhd,p,232.389923,0.107557,uh,232.47339900000003,0.083476
time,s2201b.words,234.196187,234.52265899999998,0.326472,taym,taym,t,234.300313,0.10442,ay,234.46558599999997,0.165273
two,s2201b.words,240.291187,240.58518700000002,0.294,tuw,tuw,t,240.413252,0.122003,uw,240.585019,0.171767
cub,s2201b.words,258.174188,258.471188,0.297,kahb,kahb,k,258.287687,0.113303,ah,258.405549,0.117862
pull,s2201b.words,269.306308,269.614187,0.307879,puhl,puhl,p,269.490199,0.183891,uh,269.57099900000003,0.0808
pull,s2201b.words,271.527187,271.811187,0.284,puhl,puhl,p,271.69099900000003,0.163661,uh,271.751,0.060001
took,s2201b.words,281.302344,281.54418799999996,0.241844,tuhk,tihk,t,281.41199900000004,0.111732,ih,281.464298,0.052299
took,s2201b.words,296.202188,296.459187,0.256999,tuhk,tuhk,t,296.299062,0.09653099999999999,uh,296.374008,0.074946
caught,s2201b.words,393.464753,393.788188,0.323435,kaat,kaodx,k,393.615207,0.14996700000000002,ao,393.760875,0.14566800000000002
ten,s2201b.words,407.624685,407.92118700000003,0.296502,tehn,tehn,t,407.749945,0.12525999999999998,eh,407.84306200000003,0.09311699999989999
ten,s2201b.words,409.305187,409.502187,0.19699999999999998,tehn,tehnx,t,409.41306299999997,0.1077,eh,409.482152,0.069089
coast,s2201b.words,411.790188,412.21718799999996,0.42700000000000005,kowst,kows,k,411.898375,0.10774,ow,412.088116,0.18974100000000002
kind,s2201b.words,426.75318799999997,427.130188,0.377,kaynd,kaynd,k,426.868312,0.11508299999999999,ay,427.08642199999997,0.21811
kind,s2201b.words,426.75318799999997,427.130188,0.377,kaynd,kaynd,k,426.868312,0.11508299999999999,ay,427.08642199999997,0.21811
time,s2201b.words,450.936188,451.410188,0.474,taym,taym,t,451.10783,0.171689,ay,451.354328,0.246498
