ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
52360,plantation,NN,2,"0,1,1",{(plant)}>ion>,30,11,58462,28.66082603,1599,6530204,3,9.03E-06,0.009114784
52361,plantations,NN,2,"0,1,1",{(plant)}>ion>,30,11,58462,28.66082603,1599,6530204,3,9.03E-06,0.009114784
52363,planter,NN,2,"0,1,1",{(plant)}>er>,70,11,58462,30.13638363,2274,4569119,2,3.55E-05,0.025027035
52364,planters,NN,2,"0,1,1",{(plant)}>er>,70,11,58462,30.13638363,2274,4569119,2,3.55E-05,0.025027035
52375,plasterer,NN,2,"0,1,1",{(plaster)}>er>,100,3,1358,69.81962165,2274,4569119,2,3.55E-05,0.025027035
52379,plastically,NN|VB,2,"0,1,1",{(plastic)}>ly>,100,4,28192,60.09665171,2898,3857999,2,4.48E-05,0.026726402
52380,plasticity,NN,2,"0,1,1",{(plastic)}>ity>,66.66666667,4,28192,52.15889465,580,1647588,3,1.76E-05,0.004480148
52385,plateful,NN,2,"0,1,1",{(plate)}>ful>,45.45454545,12,17557,52.04678363,343,429561,3,5.82E-05,0.003862197
52392,platonic,JJ,2,"0,1,1",{(plato)>ic>},25,5,2895,29.41757157,1014,1472797,2,2.78E-05,0.006334003
52401,playable,JJ,2,"0,1,1",{(play)}>able>,17.14285714,36,458704,7.003444317,872,1227992,4,3.18E-05,0.006025027
52407,player,NN,2,"0,1,1",{(play)}>er>,2.857142857,36,458704,0.175978883,2274,4569119,2,3.55E-05,0.025027035
52408,players,NN,2,"0,1,1",{(play)}>er>,2.857142857,36,458704,0.175978883,2274,4569119,2,3.55E-05,0.025027035
52409,player's,encl,2,"0,1,1",{(play)}>er>,2.857142857,36,458704,0.175978883,2274,4569119,2,3.55E-05,0.025027035
52411,playful,JJ,2,"0,1,1",{(play)}>ful>,34.28571429,36,458704,13.74269006,343,429561,3,5.82E-05,0.003862197
52435,pleader,NN,2,"0,1,1",{(plead)}>er>,100,3,3640,79.19049714,2274,4569119,2,3.55E-05,0.025027035
52439,pleasance,NN,2,"0,1,1",{(please)>ance>},56.25,17,627103,57.76397516,323,977837,4,7.16E-06,0.001081415
52440,pleasant,JJ|NN,2,"0,1,1",{(please)>ant>},12.5,17,627103,7.991360691,464,1534593,3,7.82E-06,0.001853854
52448,pleasingly,RB,2,"0,1,1",{(please)}>ly>,75,17,627103,44.63237832,2898,3857999,2,4.48E-05,0.026726402
52450,pleasure,NN|VB,2,"0,1,1",{(please)>ure>},6.25,17,627103,12.37113402,98,541479,3,3.69E-06,0.000308976
52451,pleasures,NN|VB,2,"0,1,1",{(please)>ure>},6.25,17,627103,12.37113402,98,541479,3,3.69E-06,0.000308976
52460,plenary,JJ,2,"0,1,1",{(plen)>ory>},0,6,1661,29.85915493,356,725186,3,2.62E-05,0.00293527
52461,plenitude,NN,2,"0,1,1",{(plen)>itude>},80,6,1661,61.29032258,32,16660,5,0.000120048,0.000308976
52462,plentiful,JJ,2,"0,1,1",{(plenty)}>ful>,20,6,23548,16.95906433,343,429561,3,5.82E-05,0.003862197
52467,pliable,JJ,2,"0,1,1",{(ply)>able>},44.44444444,10,11159,28.93226177,872,1227992,4,3.18E-05,0.006025027
52468,pliant,JJ,2,"0,1,1",{(ply)>ant>},55.55555556,10,11159,65.6587473,464,1534593,3,7.82E-06,0.001853854
52470,pliers,NN,2,"0,1,1",{(ply)}>er>,33.33333333,10,11159,21.86537615,2274,4569119,2,3.55E-05,0.025027035
52477,plosion,NN,2,"0,1,1",{(plos)>ion>},100,2,17,97.55944931,1599,6530204,3,9.03E-06,0.009114784
52478,plosive,JJ|NN,2,"0,1,1",{(plos)>ive>},0,2,17,76.8566494,580,1037354,3,1.74E-05,0.002780782
52495,plucky,JJ,2,"0,1,1",{(pluck)}>y>,20,6,1690,21.16700201,2486,3870233,1,4.99E-05,0.029816159
52502,plumage,NN,2,"0,1,1",{(plume)}>age>,100,2,738,75.30864198,82,257400,3,1.94E-05,0.000772439
52505,plumber,NN,2,"0,1,1",{(plumb)}>er>,50,3,2371,22.78926529,2274,4569119,2,3.55E-05,0.025027035
52511,plummy,JJ,2,"0,1,1",{(plum)}>y>,33.33333333,4,1065,55.01006036,2486,3870233,1,4.99E-05,0.029816159
52514,plumpness,NN,2,"0,1,1",{(plump)}>ness>,100,4,573,55.87761675,1243,181553,4,0.000583852,0.016375715
52516,plunderers,NN,2,"0,1,1",{(plunder)}>er>,100,2,2025,54.20149582,2274,4569119,2,3.55E-05,0.025027035
52520,plunger,NN,2,"0,1,1",{(plunge)}>er>,100,2,3654,25.07699076,2274,4569119,2,3.55E-05,0.025027035
52525,pluralism,NN,2,"0,1,1",{(plural)}>ism>,40,6,2881,33.33333333,271,218200,3,5.50E-05,0.001853854
52527,plurality,NN,2,"0,1,1",{(plural)}>ity>,20,6,2881,38.68739206,580,1647588,3,1.76E-05,0.004480148
52535,pneumatic,JJ,2,"0,1,1",{(pneum)>ic>},0,2,474,29.51628825,1014,1472797,2,2.78E-05,0.006334003
52538,poacher,NN,2,"0,1,1",{(poach)}>er>,100,2,509,37.13154421,2274,4569119,2,3.55E-05,0.025027035
52545,pocketful,NN,2,"0,1,1",{(pocket)}>ful>,100,4,15411,44.73684211,343,429561,3,5.82E-05,0.003862197
52559,poetic,JJ,2,"0,1,1",{(poet)}>ic>,33.33333333,7,16098,14.51135242,1014,1472797,2,2.78E-05,0.006334003
52561,poetics,NN,2,"0,1,1",{(poet)}>ics>,50,7,16098,72.72727273,34,144919,3,6.90E-06,0.000154488
52562,poetry,NN,2,"0,1,1",{(poet)}>ory>,0,7,16098,4.507042254,356,725186,3,2.62E-05,0.00293527
52563,poetry's,encl,2,"0,1,1",{(poet)}>ory>,0,7,16098,4.507042254,356,725186,3,2.62E-05,0.00293527
52566,poignancy,NN,2,"0,1,1",{(poign)>ancy>},50,3,547,81.48148148,28,36058,4,0,0
52567,poignant,JJ,2,"0,1,1",{(poign)>ant>},0,3,547,40.60475162,464,1534593,3,7.82E-06,0.001853854
52572,pointedly,RB,2,"0,1,1",{(point)}>ly>,38.0952381,22,431824,20.8491543,2898,3857999,2,4.48E-05,0.026726402
52573,pointer,NN,2,"0,1,1",{(point)}>er>,4.761904762,22,431824,1.627804663,2274,4569119,2,3.55E-05,0.025027035
52574,pointers,NN,2,"0,1,1",{(point)}>er>,4.761904762,22,431824,1.627804663,2274,4569119,2,3.55E-05,0.025027035
52576,pointless,JJ,2,"0,1,1",{(point)}>less>,14.28571429,22,431824,2.179836512,368,158354,4,0.000119984,0.00293527
52584,poisonous,JJ,2,"0,1,1",{(poison)}>ious>,33.33333333,4,10149,6.655844156,617,450833,4,7.10E-05,0.004943612
52588,poker,NN,2,"0,1,1",{(poke)}>er>,20,6,10122,6.995160581,2274,4569119,2,3.55E-05,0.025027035
52592,poky,JJ,2,"0,1,1",{(poke)}>y>,40,6,10122,38.4305835,2486,3870233,1,4.99E-05,0.029816159
52596,polar,JJ|NN,2,"0,1,1",{(pole)}>ar>,16.66666667,13,19505,17.96875,129,533962,2,7.49E-06,0.000617951
52608,polemical,JJ,2,"0,1,1",{(polemic)}>al>,50,3,521,59.79020979,1431,4704731,2,9.14E-06,0.006642979
52628,politely,RB,2,"0,1,1",{(polite)}>ly>,14.28571429,8,9698,8.353469106,2898,3857999,2,4.48E-05,0.026726402
52629,politeness,NN,2,"0,1,1",{(polite)}>ness>,28.57142857,8,9698,3.46215781,1243,181553,4,0.000583852,0.016375715
52631,political,JJ,2,"0,1,1",{(politic)}>al>,0,11,92034,0.769230769,1431,4704731,2,9.14E-06,0.006642979
52634,politician,NN,2,"0,1,1",{(politic)}>ian>,10,11,92034,4.046242775,174,394113,3,2.79E-05,0.001699367
52635,politicians,NN,2,"0,1,1",{(politic)}>ian>,10,11,92034,4.046242775,174,394113,3,2.79E-05,0.001699367
52637,politicize,VB,2,"0,1,1",{(politic)}>ize>,60,11,92034,34.4988345,430,443161,3,0.00014893,0.0101962
52638,politicos,NN,2,"0,1,1",{(politic)}>o>,30,11,92034,27.27272727,12,16972,1,0,0
52645,pollinate,VB,2,"0,1,1",{(pollen)>ate>},100,3,1083,66.55982906,937,2569118,3,2.65E-05,0.010505175
52651,pollster,NN,2,"0,1,1",{(poll)}>ster>,50,3,14101,15.38461538,14,5015,4,0,0
52652,pollutant,NN,2,"0,1,1",{(pollute)}>ant>,100,3,7712,33.26133909,464,1534593,3,7.82E-06,0.001853854
52655,pollution,NN,2,"0,1,1",{(pollute)}>ion>,0,3,7712,14.58072591,1599,6530204,3,9.03E-06,0.009114784
52694,pompous,JJ,2,"0,1,1",{(pomp)}>ious>,0,6,1334,9.090909091,617,450833,4,7.10E-05,0.004943612
52700,ponderable,JJ,2,"0,1,1",{(ponder)}>able>,40,6,3463,53.50172216,872,1227992,4,3.18E-05,0.006025027
52703,ponderous,JJ,2,"0,1,1",{(ponder)}>ious>,20,6,3463,28.73376623,617,450833,4,7.10E-05,0.004943612
52719,poofy,JJ,2,"0,1,1",{(poof)}>y>,33.33333333,4,653,39.67806841,2486,3870233,1,4.99E-05,0.029816159
52732,phlegmatic,JJ,2,"0,1,1",{(phlegm)>ic>},50,3,173,73.05034551,1014,1472797,2,2.78E-05,0.006334003
52733,phobia,NN,2,"0,1,1",{(phobe)>ia>},0,12,1643,46.66666667,46,69613,2,0,0
52734,phobic,JJ,2,"0,1,1",{(phobe)>ic>},27.27272727,12,1643,47.18657453,1014,1472797,2,2.78E-05,0.006334003
52763,phoneme,NN,2,"0,1,1",{(phon)>eme>},27.5,41,207292,0,8,580,3,0.001724138,0.000154488
52764,phonemes,NN,2,"0,1,1",{(phon)>eme>},27.5,41,207292,0,8,580,3,0.001724138,0.000154488
52768,phonetic,JJ,2,"0,1,1",{(phon)>ic>},15,41,207292,17.67028628,1014,1472797,2,2.78E-05,0.006334003
52769,phonetics,NN,2,"0,1,1",{(phon)>ics>},25,41,207292,48.48484848,34,144919,3,6.90E-06,0.000154488
52771,phonic,JJ,2,"0,1,1",{(phon)>ic>},15,41,207292,17.67028628,1014,1472797,2,2.78E-05,0.006334003
52772,phonics,NN,2,"0,1,1",{(phon)>ics>},25,41,207292,48.48484848,34,144919,3,6.90E-06,0.000154488
52773,phonies,NN,2,"0,1,1",{(phone)>y>},0,7,2146,8.490945674,2486,3870233,1,4.99E-05,0.029816159
52779,phony,JJ,2,"0,1,1",{(phone)>y>},0,7,2146,8.490945674,2486,3870233,1,4.99E-05,0.029816159
52781,phosphate,NN,2,"0,1,1",{(phosphor)>ate>},0,12,2062,32.90598291,937,2569118,3,2.65E-05,0.010505175
52782,phosphates,NN,2,"0,1,1",{(phosphor)>ate>},0,12,2062,32.90598291,937,2569118,3,2.65E-05,0.010505175
52783,phosphide,NN,2,"0,1,1",{(phosphor)>ide>},63.63636364,12,2062,84.61538462,14,5740,3,0,0
52784,phosphor,NN,2,"0,1,1",{(phosphor)>or>},9.090909091,12,2062,45.48611111,289,937614,2,9.60E-06,0.001390391
52837,physics,NN,2,"0,1,1",{(phys)>ics>},3.571428571,29,107401,3.03030303,34,144919,3,6.90E-06,0.000154488
52848,pianist,NN,2,"0,1,1",{(piano)>ist>},25,5,11120,13.01518438,462,382916,3,6.27E-05,0.003707709
52849,pianists,NN,2,"0,1,1",{(piano)>ist>},25,5,11120,13.01518438,462,382916,3,6.27E-05,0.003707709
52860,picker,NN,2,"0,1,1",{(pick)}>er>,23.52941176,18,90629,23.00923889,2274,4569119,2,3.55E-05,0.025027035
52861,pickers,NN,2,"0,1,1",{(pick)}>er>,23.52941176,18,90629,23.00923889,2274,4569119,2,3.55E-05,0.025027035
52875,picky,JJ,2,"0,1,1",{(pick)}>y>,11.76470588,18,90629,7.565392354,2486,3870233,1,4.99E-05,0.029816159
52878,picnickers,NN,2,"0,1,1",{(picnic)}>er>,100,2,1690,71.93136824,2274,4569119,2,3.55E-05,0.025027035
52880,pictorial,JJ,2,"0,1,1",{(picto)>orial>},33.33333333,10,88886,0,2,936,5,0,0
52882,picture,NN|VB,2,"0,1,1",{(picto)>ure>},0,10,88886,0,98,541479,3,3.69E-06,0.000308976
52883,pictured,VB,2,"0,1,1",{(picto)>ure>},0,10,88886,0,98,541479,3,3.69E-06,0.000308976
52884,pictures,NN|VB,2,"0,1,1",{(picto)>ure>},0,10,88886,0,98,541479,3,3.69E-06,0.000308976
52886,picturing,VB|NN,2,"0,1,1",{(picto)>ure>},0,10,88886,0,98,541479,3,3.69E-06,0.000308976
52912,piggish,JJ,2,"0,1,1",{(pig)}>ish>,44.44444444,19,13040,33.86454183,252,161977,3,0.000111127,0.002780782
52913,piggy,JJ|NN,2,"0,1,1",{(pig)}>y>,11.11111111,19,13040,14.32595573,2486,3870233,1,4.99E-05,0.029816159
52917,piglet,NN,2,"0,1,1",{(pig)}>let>,5.555555556,19,13040,15.38461538,14,9586,3,0.000104319,0.000154488
52919,pigmentation,NN,2,"0,1,1",{(pigment)}>ion>,100,2,1570,55.81977472,1599,6530204,3,9.03E-06,0.009114784
52937,pilgrimage,NN,2,"0,1,1",{(pilgrim)}>age>,100,2,1708,37.03703704,82,257400,3,1.94E-05,0.000772439
52938,pilgrimages,NN,2,"0,1,1",{(pilgrim)}>age>,100,2,1708,37.03703704,82,257400,3,1.94E-05,0.000772439
52945,pillager,NN,2,"0,1,1",{(pillage)}>er>,100,2,681,59.21689397,2274,4569119,2,3.55E-05,0.025027035
52964,pimply,JJ,2,"0,1,1",{(pimple)}>y>,33.33333333,4,451,33.44064386,2486,3870233,1,4.99E-05,0.029816159
52976,pineal,JJ,2,"0,1,1",{(pine)>al>},66.66666667,4,10111,54.1958042,1431,4704731,2,9.14E-06,0.006642979
52988,pinkie,NN,2,"0,1,1",{(pink)}>y>,60,6,13897,29.85915493,2486,3870233,1,4.99E-05,0.029816159
53015,piously,RB,2,"0,1,1",{(pious)}>ly>,50,5,796,46.9796341,2898,3857999,2,4.48E-05,0.026726402
53023,piper,NN,2,"0,1,1",{(pipe)}>er>,14.28571429,15,27481,10.20677519,2274,4569119,2,3.55E-05,0.025027035
53024,pipers,NN,2,"0,1,1",{(pipe)}>er>,14.28571429,15,27481,10.20677519,2274,4569119,2,3.55E-05,0.025027035
53049,pitcher,NN,2,"0,1,1",{(pitch)}>er>,33.33333333,4,15491,10.51473823,2274,4569119,2,3.55E-05,0.025027035
53050,pitchers,NN,2,"0,1,1",{(pitch)}>er>,33.33333333,4,15491,10.51473823,2274,4569119,2,3.55E-05,0.025027035
53054,piteous,JJ,2,"0,1,1",{(pity)}>ious>,41.66666667,13,6973,52.11038961,617,450833,4,7.10E-05,0.004943612
53058,pithy,JJ,2,"0,1,1",{(pith)}>y>,0,6,486,19.63782696,2486,3870233,1,4.99E-05,0.029816159
53059,pitiable,JJ,2,"0,1,1",{(pity)}>able>,25,13,6973,53.50172216,872,1227992,4,3.18E-05,0.006025027
53061,pitiful,JJ,2,"0,1,1",{(pity)}>ful>,8.333333333,13,6973,10.52631579,343,429561,3,5.82E-05,0.003862197
53062,pitiless,JJ,2,"0,1,1",{(pity)}>less>,33.33333333,13,6973,53.40599455,368,158354,4,0.000119984,0.00293527
53070,pityingly,RB,2,"0,1,1",{(pity)}>ly>,75,13,6973,76.97618226,2898,3857999,2,4.48E-05,0.026726402
53072,pivotal,JJ,2,"0,1,1",{(pivot)}>al>,100,2,1984,38.46153846,1431,4704731,2,9.14E-06,0.006642979
53088,placeless,JJ,2,"0,1,1",{(place)}>less>,100,21,394083,79.29155313,368,158354,4,0.000119984,0.00293527
53089,placement,NN,2,"0,1,1",{(place)}>ment>,20,21,394083,8.362369338,288,1423689,4,1.26E-05,0.002780782
53094,plagiarism,NN,2,"0,1,1",{(plagiar)>ism>},0,3,869,19.25925926,271,218200,3,5.50E-05,0.001853854
53095,plagiarist,NN,2,"0,1,1",{(plagiar)>ist>},100,3,869,62.47288503,462,382916,3,6.27E-05,0.003707709
53096,plagiarize,VB,2,"0,1,1",{(plagiar)>ize>},50,3,869,33.1002331,430,443161,3,0.00014893,0.0101962
53103,plainest,JJ,2,"0,1,1",{(plain)}>est>,75,9,30409,30.43478261,714,287086,3,0.000261246,0.01158659
53104,plainly,RB,2,"0,1,1",{(plain)}>ly>,12.5,9,30409,9.389023127,2898,3857999,2,4.48E-05,0.026726402
53107,plaintiff,NN,2,"0,1,1",{(plaint)>iff>},0,4,3724,0,1,3535,3,0,0
53108,plaintiffs,NN,2,"0,1,1",{(plaint)>iff>},0,4,3724,0,1,3535,3,0,0
53109,plaintiff's,encl,2,"0,1,1",{(plaint)>iff>},0,4,3724,0,1,3535,3,0,0
53110,plaintive,JJ,2,"0,1,1",{(plaint)>ive>},33.33333333,4,3724,51.29533679,580,1037354,3,1.74E-05,0.002780782
53112,planar,JJ,2,"0,1,1",{(plane)}>ar>,14.28571429,15,37719,22.65625,129,533962,2,7.49E-06,0.000617951
53116,peerless,JJ,2,"0,1,1",{(peer)}>less>,66.66666667,4,8093,28.0653951,368,158354,4,0.000119984,0.00293527
53119,peevish,JJ,2,"0,1,1",{(peeve)}>ish>,33.33333333,4,1643,31.07569721,252,161977,3,0.000111127,0.002780782
53139,penalize,VB,2,"0,1,1",{(penal)}>ize>,25,5,15750,10.95571096,430,443161,3,0.00014893,0.0101962
53140,penalized,VB,2,"0,1,1",{(penal)}>ize>,25,5,15750,10.95571096,430,443161,3,0.00014893,0.0101962
53141,penalties,NN,2,"0,1,1",{(penal)>ity>},0,5,15750,3.799654577,580,1647588,3,1.76E-05,0.004480148
53142,penalty,NN,2,"0,1,1",{(penal)>ity>},0,5,15750,3.799654577,580,1647588,3,1.76E-05,0.004480148
53149,pendant,NN,2,"0,1,1",{(pend)>ant>},57.57575758,34,169032,35.63714903,464,1534593,3,7.82E-06,0.001853854
53153,pendulum,NN,2,"0,1,1",{(pend)>ulum>},51.51515152,34,169032,0,1,724,4,0,0
53154,penetrable,JJ,2,"0,1,1",{(penetr)>able>},62.5,9,6615,74.51205511,872,1227992,4,3.18E-05,0.006025027
53155,penetrate,VB,2,"0,1,1",{(penetr)>ate>},0,9,6615,13.67521368,937,2569118,3,2.65E-05,0.010505175
53156,penetrated,VB,2,"0,1,1",{(penetr)>ate>},0,9,6615,13.67521368,937,2569118,3,2.65E-05,0.010505175
53157,penetrating,JJ|VB,2,"0,1,1",{(penetr)>ate>},0,9,6615,13.67521368,937,2569118,3,2.65E-05,0.010505175
53162,peninsular,NN|JJ,2,"0,1,1",{(peninsula)}>ar>,100,2,3314,62.5,129,533962,2,7.49E-06,0.000617951
53164,penitence,NN,2,"0,1,1",{(penit)>ance>},25,9,328,75.1552795,323,977837,4,7.16E-06,0.001081415
53165,penitent,JJ|NN,2,"0,1,1",{(penit)>ant>},12.5,9,328,64.57883369,464,1534593,3,7.82E-06,0.001853854
53173,penniless,JJ,2,"0,1,1",{(penny)}>less>,14.28571429,8,6804,26.70299728,368,158354,4,0.000119984,0.00293527
53181,pensioner,NN,2,"0,1,1",{(pension)}>er>,50,3,3169,35.19577651,2274,4569119,2,3.55E-05,0.025027035
53190,Pentecostal,JJ,2,"0,1,1",{(pentecost)}>al>,100,2,317,55.73426573,1431,4704731,2,9.14E-06,0.006642979
53193,penurious,JJ,2,"0,1,1",{(penury)}>ious>,33.33333333,4,29,72.88961039,617,450833,4,7.10E-05,0.004943612
53208,peppery,JJ,2,"0,1,1",{(pepper)}>y>,100,4,7530,45.51307847,2486,3870233,1,4.99E-05,0.029816159
53209,peptic,JJ,2,"0,1,1",{(pepsia)>ic>},33.33333333,4,941,61.59921027,1014,1472797,2,2.78E-05,0.006334003
53210,peptide,NN,2,"0,1,1",{(pepsia)>ide>},0,4,941,23.07692308,14,5740,3,0,0
53211,peptides,NN,2,"0,1,1",{(pepsia)>ide>},0,4,941,23.07692308,14,5740,3,0,0
53218,percentage,NN,2,"0,1,1",{(percent)}>age>,50,3,41428,4.938271605,82,257400,3,1.94E-05,0.000772439
53219,percentages,NN,2,"0,1,1",{(percent)}>age>,50,3,41428,4.938271605,82,257400,3,1.94E-05,0.000772439
53220,percentile,NN,2,"0,1,1",{(percent)}>ile>,100,3,41428,22.22222222,10,5460,3,0,0
53230,percolation,NN,2,"0,1,1",{(percolate)}>ion>,100,3,239,79.91239049,1599,6530204,3,9.03E-06,0.009114784
53231,percolator,NN,2,"0,1,1",{(percolate)}>or>,50,3,239,74.65277778,289,937614,2,9.60E-06,0.001390391
53232,percussion,NN,2,"0,1,1",{(percuss)>ion>},0,4,3440,24.46808511,1599,6530204,3,9.03E-06,0.009114784
53234,percussive,JJ,2,"0,1,1",{(percuss)>ive>},100,4,3440,45.25043178,580,1037354,3,1.74E-05,0.002780782
53245,perfunctorily,RB,2,"0,1,1",{(perfunctory)}>ly>,50,3,119,64.10079392,2898,3857999,2,4.48E-05,0.026726402
53246,perishable,JJ,2,"0,1,1",{(perish)}>able>,25,5,1874,41.33180253,872,1227992,4,3.18E-05,0.006025027
53253,perforation,NN,2,"0,1,1",{(perforate)}>ion>,100,2,547,54.50563204,1599,6530204,3,9.03E-06,0.009114784
53254,perforations,NN,2,"0,1,1",{(perforate)}>ion>,100,2,547,54.50563204,1599,6530204,3,9.03E-06,0.009114784
53257,performance,NN,2,"0,1,1",{(perform)}>ance>,0,4,145804,0.931677019,323,977837,4,7.16E-06,0.001081415
53258,performances,NN,2,"0,1,1",{(perform)}>ance>,0,4,145804,0.931677019,323,977837,4,7.16E-06,0.001081415
53260,performer,NN,2,"0,1,1",{(perform)}>er>,66.66666667,4,145804,5.411350638,2274,4569119,2,3.55E-05,0.025027035
53261,performers,NN,2,"0,1,1",{(perform)}>er>,66.66666667,4,145804,5.411350638,2274,4569119,2,3.55E-05,0.025027035
53266,perfumery,NN,2,"0,1,1",{(perfume)}>ory>,33.33333333,4,1487,80.56338028,356,725186,3,2.62E-05,0.00293527
53272,perilous,JJ,2,"0,1,1",{(peril)}>ious>,25,5,2259,21.42857143,617,450833,4,7.10E-05,0.004943612
53277,periodic,JJ|NN,2,"0,1,1",{(period)}>ic>,50,5,75215,5.923000987,1014,1472797,2,2.78E-05,0.006334003
53296,perky,JJ,2,"0,1,1",{(perk)}>y>,16.66666667,7,1613,19.9195171,2486,3870233,1,4.99E-05,0.029816159
53299,permanence,NN,2,"0,1,1",{(perman)>ance>},40,6,35699,47.51552795,323,977837,4,7.16E-06,0.001081415
53300,permanent,JJ|NN,2,"0,1,1",{(perman)>ant>},0,6,35699,2.375809935,464,1534593,3,7.82E-06,0.001853854
53303,permeable,JJ,2,"0,1,1",{(perme)>able>},66.66666667,4,1109,45.6946039,872,1227992,4,3.18E-05,0.006025027
53304,permeate,VB,2,"0,1,1",{(perme)>ate>},0,4,1109,34.72222222,937,2569118,3,2.65E-05,0.010505175
53305,permeated,VB,2,"0,1,1",{(perme)>ate>},0,4,1109,34.72222222,937,2569118,3,2.65E-05,0.010505175
53306,permeates,VB,2,"0,1,1",{(perme)>ate>},0,4,1109,34.72222222,937,2569118,3,2.65E-05,0.010505175
53308,permission,NN,2,"0,1,1",{(permit)}>ion>,0,8,48680,3.504380476,1599,6530204,3,9.03E-06,0.009114784
53310,permissible,JJ,2,"0,1,1",{(permit)}>able>,28.57142857,8,48680,12.51435132,872,1227992,4,3.18E-05,0.006025027
53311,permissive,JJ,2,"0,1,1",{(permit)}>ive>,42.85714286,8,48680,44.04145078,580,1037354,3,1.74E-05,0.002780782
53324,perpetration,NN,2,"0,1,1",{(perpetrate)}>ion>,100,3,3256,78.0350438,1599,6530204,3,9.03E-06,0.009114784
53325,perpetrator,NN,2,"0,1,1",{(perpetrate)}>or>,0,3,3256,29.51388889,289,937614,2,9.60E-06,0.001390391
53326,perpetual,JJ,2,"0,1,1",{(perpetu)>al>},25,5,4938,20.90909091,1431,4704731,2,9.14E-06,0.006642979
53328,perpetuate,VB,2,"0,1,1",{(perpetu)>ate>},0,5,4938,19.76495726,937,2569118,3,2.65E-05,0.010505175
53329,perpetuated,VB,2,"0,1,1",{(perpetu)>ate>},0,5,4938,19.76495726,937,2569118,3,2.65E-05,0.010505175
53330,perpetuating,VB,2,"0,1,1",{(perpetu)>ate>},0,5,4938,19.76495726,937,2569118,3,2.65E-05,0.010505175
53335,perplexity,NN,2,"0,1,1",{(perplex)}>ity>,50,3,852,67.01208981,580,1647588,3,1.76E-05,0.004480148
53342,perseverance,NN,2,"0,1,1",{(persevere)}>ance>,50,3,778,43.16770186,323,977837,4,7.16E-06,0.001081415
53346,Persian,NN|JJ,2,"0,1,1",{(persia)}>n>,0,2,3950,16.10738255,150,714837,1,1.12E-05,0.001235903
53347,Persians,NN,2,"0,1,1",{(persia)}>n>,0,2,3950,16.10738255,150,714837,1,1.12E-05,0.001235903
53359,persona,NN,2,"0,1,1",{(person)>a>},17.39130435,24,385320,10,61,89636,1,2.23E-05,0.000308976
53360,personable,JJ,2,"0,1,1",{(person)}>able>,52.17391304,24,385320,29.39150402,872,1227992,4,3.18E-05,0.006025027
53361,personage,NN,2,"0,1,1",{(person)}>age>,56.52173913,24,385320,54.32098765,82,257400,3,1.94E-05,0.000772439
53362,personages,NN,2,"0,1,1",{(person)}>age>,56.52173913,24,385320,54.32098765,82,257400,3,1.94E-05,0.000772439
53363,personal,JJ|NN,2,"0,1,1",{(person)}>al>,4.347826087,24,385320,0.34965035,1431,4704731,2,9.14E-06,0.006642979
53368,personified,VB|JJ,2,"0,1,1",{(person)}>ify>,43.47826087,24,385320,44.07894737,153,351545,3,3.98E-05,0.00216283
53369,personifies,VB,2,"0,1,1",{(person)}>ify>,43.47826087,24,385320,44.07894737,153,351545,3,3.98E-05,0.00216283
53373,personify,VB,2,"0,1,1",{(person)}>ify>,43.47826087,24,385320,44.07894737,153,351545,3,3.98E-05,0.00216283
53374,personifying,VB|NN|JJ,2,"0,1,1",{(person)}>ify>,43.47826087,24,385320,44.07894737,153,351545,3,3.98E-05,0.00216283
53386,persuaders,NN,2,"0,1,1",{(persuade)}>er>,66.66666667,7,7463,47.07435108,2274,4569119,2,3.55E-05,0.025027035
53388,persuasion,NN,2,"0,1,1",{(persuade)}>ion>,16.66666667,7,7463,26.40801001,1599,6530204,3,9.03E-06,0.009114784
53389,persuasions,NN,2,"0,1,1",{(persuade)}>ion>,16.66666667,7,7463,26.40801001,1599,6530204,3,9.03E-06,0.009114784
53390,persuasive,JJ,2,"0,1,1",{(persuade)}>ive>,33.33333333,7,7463,23.66148532,580,1037354,3,1.74E-05,0.002780782
53397,pertinence,NN,2,"0,1,1",{(pertain)>ance>},44.44444444,10,9912,73.91304348,323,977837,4,7.16E-06,0.001081415
53398,pertinent,JJ,2,"0,1,1",{(pertain)>ant>},11.11111111,10,9912,12.74298056,464,1534593,3,7.82E-06,0.001853854
53401,perturbations,NN,2,"0,1,1",{(perturb)}>ion>,16.66666667,7,791,56.82102628,1599,6530204,3,9.03E-06,0.009114784
53404,perusal,NN,2,"0,1,1",{(peruse)}>al>,100,2,1650,39.86013986,1431,4704731,2,9.14E-06,0.006642979
53412,pervasion,NN,2,"0,1,1",{(pervade)}>ion>,100,5,1511,93.6795995,1599,6530204,3,9.03E-06,0.009114784
53413,pervasive,JJ,2,"0,1,1",{(pervade)}>ive>,0,5,1511,24.17962003,580,1037354,3,1.74E-05,0.002780782
53416,perversely,RB,2,"0,1,1",{(perverse)}>ly>,75,5,2320,34.93268899,2898,3857999,2,4.48E-05,0.026726402
53417,perversion,NN,2,"0,1,1",{(perverse)}>ion>,25,5,2320,34.16770964,1599,6530204,3,9.03E-06,0.009114784
