text,speaker
did I say a bad word ?,adult
I really didn't mean to .,adult
I didn't mean to say a a bad word .,adult
no I didn't I don't think so .,adult
really ?,adult
I didn't mean to say anything bad .,adult
what are some of the numbers you use to get onto the /.,adult
mhm .,adult
which one ?,adult
isn't it five six eight one .,adult
one five oh six .,adult
"okay , this is one two one seven .",adult
go ahead .,adult
come on .,adult
come on .,adult
I'm not hurrying .,adult
you're doing fine .,adult
you're doing fine .,adult
don't sit on that .,adult
okay .,adult
no ?,adult
why ?,adult
you can sit down here .,adult
here .,adult
Marky's had enough fighting now .,adult
he split his head open .,adult
.,adult
okay you can get down .,adult
you can get down .,adult
does anyone ever listen to you ?,adult
no ?,adult
how come ?,adult
you've got pretty good reasons I think .,adult
they still say they're not good huh ?,adult
why did they make you so mad Honey ?,adult
who doesn't ?,adult
no not me who doesn't ?,adult
can you tell me who doesn't ?,adult
oh are you having some troubles with Mandy ?,adult
okay .,adult
well what did she useta do that was bad ?,adult
yeah .,adult
do you wanna get a pad of paper and do some work on it ?,adult
you can do some art work .,adult
okay .,adult
good job .,adult
good .,adult
you didn't do a single thing wrong .,adult
you did a very good job .,adult
you're doing a fairly good job aren't you ?,adult
what does that mean ?,adult
you did a good job again .,adult
oh those are getting nice .,adult
those are getting very pretty Ross .,adult
those letters are very good .,adult
no deal .,adult
I'm not going to do it .,adult
it's not going to happen .,adult
you won't stay in our family any more .,adult
no .,adult
I guess you'll hafta leave now .,adult
okay then let's just not get into a problem .,adult
let's just get presents when Daddy says that's it's okay .,adult
that's one time it's okay but it's also okay when Daddy wants to do it .,adult
so we hafta have Daddy wanting to do it before it happens .,adult
that won't work Ross .,adult
you'll just hafta wait until Daddy gives it to you .,adult
now you know I've got a_lot_of presents I'd love to give you but we both hafta wait until you're super good .,adult
I know it makes you nervous doesn't it ?,adult
okay then you don't hafta be good .,adult
you can be real bad and you might get them .,adult
or you might do nothing and just get them .,adult
you don't know what's going to happen .,adult
what's up daddy ?,adult
Rossie's going to get his presents .,adult
mm hm ?,adult
you'll hide under a blanket ?,adult
why ?,adult
they're not going to come tonight .,adult
it's not coming .,adult
it's not Easter Easter time .,adult
the bunny is not coming tonight .,adult
I didn't .,adult
you and Marky splashed water .,adult
Ross you're being very foolish .,adult
why was I a fool ?,adult
who's a fool ?,adult
that's not a good word to call anybody Ross okay ?,adult
okay I won't call you that any more .,adult
I'm sorry .,adult
I said you were were foolish .,adult
I didn't say you were a fool .,adult
but it's not a good word .,adult
even foolish .,adult
it's not a good word to call anybody .,adult
is that okay .,adult
Mark ?,adult
you wanna do one more ?,adult
let's do one more .,adult
blow blow .,adult
good .,adult
Marky .,adult
do you wanna do one more Mark ?,adult
blow blow .,adult
no no no .,adult
no no no ?,adult
lightsaber .,adult
see all those guys use lightsabers .,adult
yeah .,adult
and you're going to need one lightsaber for Obi and one for Darth and one for Luke .,adult
they all are going to be Jedis you see .,adult
are they the only ones ?,adult
just the Jedis use lightsabers yeah .,adult
what about Yoda ?,adult
Yoda doesn't use weapons he uses snakes .,adult
he's a Jedi master .,adult
he just uses snakes .,adult
huh .,adult
creature of the fog .,adult
Ross Marky I mean ...,adult
no wait .,adult
Ross .,adult
Yoda .,adult
close .,adult
Luke Skywalker .,adult
Luke's was yellow .,adult
Luke Skywalker's yellow .,adult
that's true .,adult
Obi Wan Kanobi's is orange .,adult
blue .,adult
who has an orange lightsaber ?,adult
Darth_Vader .,adult
orange is red yeah same color .,adult
what did you do in preschool today Ross ?,adult
was it good or bad ?,adult
what ?,adult
what do you mean I'm not listening ?,adult
I don't understand .,adult
do you mean you have some other story you wanna tell ?,adult
okay .,adult
how come ?,adult
no fun .,adult
well what was the rockandroll ?,adult
what kind of music was that ?,adult
tape Tape recorder ?,adult
a record .,adult
and it was rockandroll ?,adult
no one wanted to dance with you .,adult
who was doing the dancing ?,adult
just nobody huh ?,adult
they wouldn't let you ?,adult
how come ?,adult
b .,adult
j .,adult
wouldn't let you dance with him ?,adult
little brother .,adult
he wouldn't let you dance with him ?,adult
what a fink .,adult
why wouldn't he dance ?,adult
was he dancing by himself ?,adult
he doesn't know how .,adult
he doesn't know how .,adult
he's too little .,adult
was he dancing by himself ?,adult
I think he's too little Mom .,adult
he probably doesn't know how to dance .,adult
sure he's just too little .,adult
he probably thinks you're trying to push him around .,adult
you were trying to grab his hand ?,adult
two hands .,adult
just kept running in a circle I see .,adult
well then why didn't you have any fun when you went upstairs ?,adult
and you wanted to stay down there and do more ?,adult
you couldn't get a girlfriend to do it for you huh ?,adult
you didn't wanna do it .,adult
oh so you wouldn't to dance with her ?,adult
I see .,adult
I see .,adult
well maybe she felt bad because you didn't wanna dance with her .,adult
what was her name ?,adult
you don't know that girl's name ?,adult
you don't know the names of all the the people in preschool ?,adult
who ?,adult
what's their name ?,adult
okay .,adult
do you have any new kids there ?,adult
what's their names ?,adult
huh .,adult
and who else ?,adult
who else is a new kid ?,adult
you forgot all their names Ross ?,adult
Nana was there today .,adult
and who else ?,adult
were there any new kids ?,adult
who else was there with Nana ?,adult
you can dance with Nana .,adult
next time .,adult
Monique is a new girl .,adult
oh did she wanna dance with you ?,adult
who else was new .,adult
that was all okay .,adult
yeah .,adult
two girls ?,adult
what are their names ?,adult
you don't remember ?,adult
and did she have a sister or a brother ?,adult
Monique and her brother .,adult
a little baby brother ?,adult
a big girl and a little baby brother huh ?,adult
I see .,adult
"there is one little girl who comes rushing out and says ""/.",adult
oh here comes Marky .,adult
he's so cute .,adult
and then Mark would make faces at her .,adult
maybe that's Monique .,adult
it's Diana .,adult
that's Diana ?,adult
she embarrasses him .,adult
"she says ""/.",adult
oh Marky's so cute .,adult
do you think Diana's nice ?,adult
is Diana nice ?,adult
Ross do you like your tooth brush ?,adult
why don't you eat some turkey meat ?,adult
instead of chewing on your tooth brush why don't you eat some turkey meat ?,adult
you'll never get fat if you don't eat some turkey meat .,adult
you needta get a little more weight on your body .,adult
you're too thin .,adult
put a little tummy on you .,adult
you need a little tummy like your big big fat daddy .,adult
don't you wanna be like your big fat daddy ?,adult
you don't wanna be fat like your daddy ?,adult
look at that fat tummy .,adult
you you don't wanna be fat like him ?,adult
isn't that horrible ?,adult
you wanna touch it and see how fat it is ?,adult
do you wanna see how fat it is ?,adult
you afraid ?,adult
wanna see a big muscle ?,adult
yeah feel it .,adult
feel those big muscles .,adult
it's got a big muscle right here .,adult
you try it .,adult
you try to feel it .,adult
yours isn't as big as mine .,adult
I'm feeling it and it's a dinky baby muscle and mine's a big daddy daddy muscle .,adult
how are you going to get it when you're not a big dad like me ?,adult
you're going to hafta push iron .,adult
you're going to hafta lift weights Ross .,adult
lift weights .,adult
have you finished your dinner ?,adult
wait have you finished your dinner ?,adult
he can lift that whole chair Mom .,adult
now don't get hurt Ross .,adult
don't get hurt .,adult
you're going to break your little head off .,adult
okay .,adult
I've seen you're strong now put it down .,adult
very good .,adult
I believe your strong .,adult
now Mother can sit in it .,adult
you're at least as strong as Daddy .,adult
okay now do you wanna see my big muscle again ?,adult
no it's the one right here you've got to feel .,adult
oh careful .,adult
I won't .,adult
okay go ahead .,adult
no he's not bad .,adult
can get in that car ?,adult
sure you can get in that car honey .,adult
I want that car .,adult
I want that motorcycle .,adult
I want this motorcycle .,adult
Ross I'll see you later .,adult
can Marky get down by himself ?,adult
why ?,adult
boy you guys have sure been good .,adult
you learned how to turn on that that fountain for yourselves .,adult
Ross I'll get you some apple juice but I'm not sure there's any left in the refrigerator .,adult
why is that alright Ross ?,adult
because you had enough ?,adult
right .,adult
can't your dad do it ?,adult
what were they trying to sell ?,adult
oh yeah ?,adult
we don't have Bespin .,adult
oh we do .,adult
you're right .,adult
we've got his Hoth outfit .,adult
why what happened ?,adult
well why was she cheating ?,adult
what did she lie about ?,adult
oh she wasn't ?,adult
well why did she say she was ?,adult
Ross would like to write to the Phoenix .,adult
the part of .,adult
okay so when does the Phoenix come on ?,adult
it's not day after tomorrow it's today .,adult
do you think Friday is called day after tomorrow ?,adult
Ross today is today .,adult
the name of today is today but it's real name if Friday .,adult
today is Friday .,adult
and what's the real name of cartoon day ?,adult
no cartoon day Bubba .,adult
what's the real name of cartoon day when you wake up early in the morning ?,adult
what's the real name of the day when you watch the cartoons ?,adult
I told you about this .,adult
can't you remember ?,adult
it's the day before Sunday .,adult
do you know the name for any days ?,adult
give me the name for some days .,adult
sunday .,adult
monday .,adult
okay now what day is Saturday ?,adult
what do you do on Saturday ?,adult
okay and what is God day .,adult
sunday is God's day .,adult
that's when the God God stuff is on .,adult
and when do you go to preschool ?,adult
no .,adult
why not Ross ?,adult
yeah so it's not good to lie down ?,adult
why what will happen to me ?,adult
yeah and what else ?,adult
and what else .,adult
you're going to do it again ?,adult
what ?,adult
what will you hafta do .,adult
I don't understand why you hafta .,adult
you're yelling at me .,adult
no I didn't know that .,adult
what does a boy's room think ?,adult
does it have a smart head ?,adult
no ?,adult
it has a silly head and it does foolish things ?,adult
I don't wanna play in the boy's room then .,adult
Ross .,adult
is that nice to say to your father ?,adult
you better take you and your nasty little stool and be nice .,adult
no Mark .,adult
what does hope mean ?,adult
have you gone pee yet ?,adult
she knows ?,adult
I'm going to put a tape on .,adult
no .,adult
no .,adult
no .,adult
oh they're up on your shelf where you can find them .,adult
you think so ?,adult
but I've got a bunch in a drawer .,adult
Marky you give some to Ross .,adult
okay .,adult
you give some to Ross .,adult
I've got an idea .,adult
I'll hide them .,adult
shall I hide them ?,adult
want me to hide hide them ?,adult
okay I'll take a whole bunch and I'll hide them .,adult
Marky .,adult
you're losing them .,adult
you're losing them Mark .,adult
no Ross I'm not going to give them to you .,adult
you're not going to love me right .,adult
and you know why you're not going to love me ?,adult
because I'm a bad father .,adult
did it work ?,adult
you mean why does he like Boba Fett so much ?,adult
what's that Ross ?,adult
you did ?,adult
is it working ?,adult
good .,adult
I put power in my bike too .,adult
can Marky put power in his bike too ?,adult
Ross can Marky put power in his too ?,adult
no .,adult
.,adult
boys .,adult
the Phoenix ?,adult
oh .,adult
huh .,adult
who is that guy ?,adult
good jump .,adult
and my bike ?,adult
he does ?,adult
careful Mark .,adult
I crashed .,adult
how about what Marky is doing .,adult
is that neat too ?,adult
sure it is .,adult
he's being good .,adult
he's playing real well .,adult
for a little boy boy he's doing ...,adult
say what Marky is doing is good too .,adult
oh nice .,adult
where did you find it ?,adult
good .,adult
get up .,adult
get up .,adult
mm hm .,adult
okay .,adult
sounds good .,adult
very good idea .,adult
he's not being bad Ross .,adult
good Mark .,adult
I get on the other one .,adult
I get on the other one .,adult
I get on the other one .,adult
mm hm .,adult
I get get on the car .,adult
okay .,adult
I drive car .,adult
go there .,adult
I drive car .,adult
I go here .,adult
go up here .,adult
go up here .,adult
I can't do it .,adult
yes you can .,adult
I can't do it .,adult
you can do it Marky .,adult
I did do it .,adult
good boy .,adult
I got this car .,adult
you did it Marky ?,adult
yeah .,adult
I got two cars .,adult
yeah ?,adult
oh your old shoes good .,adult
because it's too muddy out for Smurf shoes right ?,adult
gross and pretty .,adult
why is it gross ?,adult
but why ?,adult
why is it gross ?,adult
oh I see .,adult
you really meant to say nice and pretty .,adult
it's gross because_of it's funny shape .,adult
right .,adult
is that the one that Marky broke ?,adult
I see .,adult
is there any hot tea ?,adult
no but it's sure easy enough to do .,adult
I've got two bags there why don't we steam up some .,adult
sure .,adult
you know on purple they don't show up too well .,adult
let's do the yellow chicken on this one and we'll do the turtle on something lighter okay ?,adult
okay do the chicken first alright ?,adult
yeah .,adult
huh .,adult
yeah we already ate them .,adult
scrambled eggs .,adult
now a light colored one we can put ...,adult
here's a good turtle one .,adult
look .,adult
you can leave your clothes on if I can turn the light off .,adult
I wanna think about that .,adult
I don't like that deal .,adult
I don't wanna make that deal .,adult
he's going to be a hulk .,adult
that's why he's taking his clothes off .,adult
is that why you took your clothes off ?,adult
I see .,adult
good boy .,adult
great .,adult
you made the deal where we turned on the light and took off your clothes .,adult
no I want the deal where we turn off the light and you put your clothes back on .,adult
no I want the deal where the light goes off .,adult
huh ?,adult
that's a silly deal .,adult
I'm going to change my mind and turn it off .,adult
are you really frightened ?,adult
why ?,adult
who are you afraid of ?,adult
what do you think is going to get us ?,adult
count Dracula ?,adult
.,adult
do you think he's a real person ?,adult
what does he do really ?,adult
what did he do to people ?,adult
what does he do to them ?,adult
where did you learn about that ?,adult
did you learn about that when you were in Hungary ?,adult
did you know that Count Dracula was a Hungarian ?,adult
Transylvanian .,adult
yeah .,adult
and we taught you about that ?,adult
do you think he was a nice man ?,adult
what about Count Chocula ?,adult
is he okay ?,adult
he is ?,adult
why ?,adult
because he makes people eat those horrible chocolate things ?,adult
they're pretty horrible aren't they ?,adult
do you think Frankenberry's pretty bad too ?,adult
what ?,adult
yeah .,adult
I think donuts are pretty bad too .,adult
have you ever had donuts ?,adult
the cereal .,adult
new Donutz .,adult
they're not very good .,adult
now .,adult
what ?,adult
huh ?,adult
have you ever had them ?,adult
maybe we should buy some .,adult
oh so it tastes just like the same idea .,adult
oh .,adult
well we could just do that .,adult
we could do that all the time .,adult
we don't even hafta buy the Honey Nut Cherrios .,adult
okay I'm going to turn that light off now .,adult
you mean your shoes off right ?,adult
okay now let's start back at the beginning .,adult
how did he free all of his friends ?,adult
okay what did he do ?,adult
what kind of money was it Ross ?,adult
who's the bunny ?,adult
was he a real rabbit ?,adult
I'm listening now .,adult
who were the bad people ?,adult
do you remember their names ?,adult
sheriff of of Notingham was he a bad person ?,adult
who else ?,adult
was the king a bad person ?,adult
what did the king do ?,adult
sucked his thumb ?,adult
he jumped out and they were free .,adult
I see .,adult
and why did the king suck his his thumb ?,adult
do you remember why that happened ?,adult
because it had some chocolate on it ?,adult
did it have chocolate on it ?,adult
his thumb .,adult
is that why the king sucked his thumb ?,adult
because it had had chocolate on it ?,adult
why did he suck it then ?,adult
okay .,adult
I see .,adult
and when did Robin Hood go back in the forest ?,adult
huh .,adult
and what did they do ?,adult
did they shoot cross bows and have fun ?,adult
did they have any fun in the forest ?,adult
what kind of disguise was he in ?,adult
how did he get to be a burglar ?,adult
and did he win the contest ?,adult
how did he do it ?,adult
how did he do it ?,adult
how did he win ?,adult
no don't tell me why tell me how .,adult
okay you tell me why .,adult
oh he was a bowsman huh ?,adult
what kind of a bow did he have ?,adult
do you know what a bow is Ross ?,adult
how did you learn that ?,adult
when did you learn that ?,adult
oh not when you were watching Robin Hood ?,adult
yeah .,adult
you learned it when you were watching Robin Hood .,adult
what kinds of of bows does Robin Hood have ?,adult
a circle bow ?,adult
did he have any cross bows ?,adult
he didn't have any cross bows ?,adult
did he have any long bows ?,adult
oh .,adult
I see .,adult
okay .,adult
he what ?,adult
what does dispored mean ?,adult
oh I see .,adult
he didn't wanna be the winner .,adult
how come he decided he wasn't going to be the winner ?,adult
oh I see .,adult
he was really the winner .,adult
thank_you .,adult
and so what happened in the end Ross when it was all through ?,adult
they were free ?,adult
what did the Merry Men do ?,adult
nothing by then ?,adult
did the Merry Men do anything earlier ?,adult
do you know who the Merry Men were ?,adult
no that's not who the Merry Men were .,adult
the Merry Men were the guys who worked for Robin Hood .,adult
robin Hood had had Merry Men .,adult
okay now what did Little John do ?,adult
okay very good .,adult
now what did Friar Tuck do ?,adult
fox ?,adult
they're enemies ?,adult
oh they're animals huh .,adult
what were their names ?,adult
kings or queens ?,adult
what were they ?,adult
what's Robin_Hood's girlfriend's name ?,adult
Robin Hood had a wife ?,adult
I don't remember .,adult
what's his wife's name ?,adult
ask Mommy .,adult
maybe she knows .,adult
I think we could think about it a little more because I think there is a better answer .,adult
I think that there is really a name for that girl .,adult
can we throw that junk in the garbage now Ross ?,adult
superman come down .,adult
what does that mean snap out_of it Ross ?,adult
no it means stop doing it .,adult
yes it does .,adult
it means stop doing it .,adult
are you sure you wanna come in this car ?,adult
what other reasons Ross ?,adult
it goes faster .,adult
what other reasons besides that ?,adult
can you think of any any other reasons ?,adult
because it's better ?,adult
it does everything for you ?,adult
and what about the other one ?,adult
does it do anything at all ?,adult
nothing good huh ?,adult
huh ?,adult
because I don't wanna leave the light on all the time I'm gone .,adult
yep .,adult
so we're going to pull it out right ?,adult
I hope there's no cat in back of us .,adult
I don't wanna hurt her .,adult
do you you think she moves away when the car comes ?,adult
do you think she might get hurt sometime ?,adult
she sleeps ?,adult
would she sleep down on the street ?,adult
are you sure ?,adult
how do you know ?,adult
I saw a cat sleep in the street .,adult
right .,adult
where does our cat sleep ?,adult
so you know she wouldn't sleep in the street because why ?,adult
no because she's always sleeping inside .,adult
yeah .,adult
yeah .,adult
when you're asleep ?,adult
she never goes away .,adult
she's real good .,adult
she always stays at home .,adult
where should we start ?,adult
why ?,adult
no we're not buying toys today Honey .,adult
no this is not a toy trip .,adult
what ?,adult
is that right Ross ?,adult
that's right you'll be too big then .,adult
but right now you're not too big are you ?,adult
you shouldn't be afraid .,adult
you're doing just fine aren't you ?,adult
he might get killed if he doesn't wear his seat belt .,adult
yeah but he cares .,adult
do you know what a mountain is ?,adult
and do you know what a swamp is ?,adult
what is it ?,adult
and what is a boat ?,adult
good huh .,adult
and you knew about a fast boat right ?,adult
it goes real fast ?,adult
and a slow boat .,adult
let's see .,adult
do you know what a comb is ?,adult
on your hair .,adult
what does it do ?,adult
he can't take that in or the little stickers will come off .,adult
could you you give that to Daddy ?,adult
thank_you Marky .,adult
you can have it back .,adult
you can have it back when you come back .,adult
he's going to get it back when he gets out_of the shower Ross .,adult
oh Marky pulled the top off .,adult
oh .,adult
okay now .,adult
let's see .,adult
do you know what an airplane is ?,adult
what is an airplane ?,adult
it's really a thing you fly in .,adult
okay .,adult
it looks like an X_wing fighter .,adult
okay .,adult
have you ever been in an an airplane ?,adult
do you like them ?,adult
do you like to go in airplanes ?,adult
what do they do ?,adult
huh .,adult
do they go up high ?,adult
how do they get up there ?,adult
right up in the air .,adult
no you can't get that high can you ?,adult
okay let's see another question .,adult
do you know what a light bulb is ?,adult
what is it ?,adult
huh .,adult
and where do you put it ?,adult
and where else ?,adult
huh .,adult
in the window ?,adult
a light bulb in the window ?,adult
no that's the the sunlight .,adult
you mean up in the closet up in the lamp ?,adult
okay .,adult
let me ask you another question if I can .,adult
do you know what what aluminum foil is ?,adult
you don't know what it is .,adult
okay .,adult
do you know what the word good means ?,adult
what does the word good mean ?,adult
share huh .,adult
and what else ?,adult
I love you and what else ?,adult
yeah .,adult
yes .,adult
sad ?,adult
no no it doesn't mean sad .,adult
how about if I say it is a good tv program ?,adult
what does that mean ?,adult
what does it mean ?,adult
cartoons and why are they good ?,adult
they're for boys .,adult
what if I say it's good cereal ?,adult
what do I mean ?,adult
does it mean that it loves you ?,adult
really ?,adult
does it mean that it shares ?,adult
no .,adult
what does it mean if it's good cereal ?,adult
you eat it and how does it taste ?,adult
raisins and yummy .,adult
yummy .,adult
that's what it means .,adult
what if you say that he's a good brother ?,adult
brother ?,adult
what does that mean ?,adult
yeah and that he's being good right ?,adult
he's not crying .,adult
it means he's not crying .,adult
water is good for you .,adult
it's good for your teeth .,adult
I love you Ross .,adult
Ross do you get enough exercise ?,adult
when do you exercise ?,adult
for example ...,adult
during nap time ?,adult
no ?,adult
how about when you're sleeping at night ?,adult
how about when you're in in the physical development room ?,adult
what's the answer ?,adult
yes good .,adult
no .,adult
you know what .,adult
when you're in school you're sposta use complete sentences .,adult
do you know about that ?,adult
"if somebody says ""/.",adult
what do you do in the physical development room ?,adult
what do you say ?,adult
"you say ""/.",adult
I play in the physical development room .,adult
you wanna use use complete sentences .,adult
how come ?,adult
what happened ?,adult
right .,adult
what ?,adult
well I don't know .,adult
why should we do that ?,adult
well what do you think Max would think ?,adult
what about Max ?,adult
would he be happy ?,adult
maybe he doesn't want anybody else to have one .,adult
why ?,adult
he might get confused .,adult
sure .,adult
why ?,adult
what if they look just the same ?,adult
if they look just the same .,adult
how are you going to know which one's yours ?,adult
for example Ross .,adult
let me show you what I mean .,adult
are there any other kids who have Empire Strikes Back lunch boxes ?,adult
there are ?,adult
who else has one ?,adult
do you ever get confused which one is yours ?,adult
no ?,adult
how do you know which which one is yours ?,adult
oh I see .,adult
well that makes it easy .,adult
now is this the new Billy or the old Billy ?,adult
is he playing with you still ?,adult
he's not there any more .,adult
I see .,adult
huh .,adult
do you want some food Marky ?,adult
do you want some food ?,adult
hot .,adult
hot Mark .,adult
you know you're sposta get out .,adult
oh it wasn't ?,adult
yeah you're right Ross .,adult
I'm pushing .,adult
what do they do in there ?,adult
Ross they're inside your head right ?,adult
down where ?,adult
in your tummy ?,adult
they go down your legs ?,adult
then they jump out .,adult
do they really scare you ?,adult
into your dreams okay .,adult
and what happens in your dreams ?,adult
what do they do ?,adult
what kinds of things do they do ?,adult
I see .,adult
and which is the worst one ?,adult
who's the meanest of all ?,adult
the one one that really scares you ?,adult
werewolf .,adult
wow .,adult
and Frankenstein .,adult
I believe it .,adult
they're pretty horrible .,adult
but they won't really hurt you will they ?,adult
it's just a dream right ?,adult
are they fun to dream like that ?,adult
right .,adult
right they jump out your toes and then you get scared and then it's fun right ?,adult
so they start up in your head .,adult
and then they go down your body and jump out your toes .,adult
and then they fly back up into your head and make a dream .,adult
well he can see them then .,adult
can you see them Ross ?,adult
oh so you know they're there ?,adult
and what else is in the dream besides the monster ?,adult
what people ?,adult
what about good people ?,adult
what about good people ?,adult
are they in your dream ?,adult
what about Muppets ?,adult
are there any Muppets or any cows ?,adult
are you in your dream ?,adult
Hobbit .,adult
you're not ?,adult
you're not in your dream ?,adult
Hobbit .,adult
what Honey ?,adult
today ?,adult
we missed him .,adult
he was on earlier .,adult
guess not .,adult
do you wanna go down and see what's on ?,adult
sure .,adult
Ross just press the buttons that turn it up .,adult
well maybe you did something .,adult
why ?,adult
you tell me what it is before we go in there .,adult
no I wanna hear it right now .,adult
go ahead what is it going to be ?,adult
I wanna hear what the name of it is .,adult
before I go in there I've got to know what it is .,adult
that's what you wanna listen to ?,adult
the tiger hunt what's it about ?,adult
what's the tiger hunt about ?,adult
is it about Ernie ?,adult
there's a big stripped thing ?,adult
it's a tiger run .,adult
as_soon_as you finish that one I'll give you another one .,adult
why ?,adult
you can't break the Darth_Vader case .,adult
oh yes you can .,adult
will that break if you stand on it Ross ?,adult
where will it break ?,adult
just tell me what kind of part .,adult
oh the hinge .,adult
that's called a hinge Honey .,adult
you won't be able to close it any more right .,adult
I'm going to put your tape recorder down here because at night time you usually have me do it .,adult
we have two types of aspirin .,adult
yeah .,adult
how should you say that Ross ?,adult
what's the right way to say that ?,adult
no that's not the right way .,adult
do you wanna say it right ?,adult
why don't you ever give me the one to suck on ?,adult
because we will give it to you .,adult
I will give it to you .,adult
no later when you need some more okay ?,adult
because there's only one .,adult
I lost the other one .,adult
I think we're going to hafta buy some more .,adult
oh that's right .,adult
well there must be another one .,adult
you show Mom and maybe she can find out where the other one is .,adult
like Eric .,adult
what about Eric ?,adult
he doesn't ?,adult
no ?,adult
yeah .,adult
sometime when the sun gets warm ?,adult
maybe he could come out here and visit with us .,adult
no ?,adult
yeah ?,adult
he has more ?,adult
he has more than you do ?,adult
what kind does he have ?,adult
oh wow .,adult
who ?,adult
I see .,adult
at the same time huh ?,adult
that's very good .,adult
boy that sure was a_lot_of work .,adult
oh Ross you didn't tell me about that nice little belt you had .,adult
can you get those for big people ?,adult
oh that's too bad .,adult
I can't have any .,adult
long John Silver was a bad man .,adult
he wasn't as bad as some of the other other men .,adult
oh either one .,adult
why ?,adult
yeah .,adult
okay are you bad guys ready to go to bed ?,adult
yeah .,adult
are you going to sleep up top ?,adult
no .,adult
you going to sleep up top with Ross ?,adult
no .,adult
come on get up there .,adult
lie down .,adult
I'm a guy .,adult
you're a guy .,adult
I'm a good guy .,adult
you're a good guy .,adult
you're a good guy too .,adult
you're good guys .,adult
we're good guys .,adult
you guys are really something .,adult
how do you know you're the good guys ?,adult
we're bad guys .,adult
no you're cute .,adult
you're the cute guys .,adult
let's fight .,adult
no go on up top and have a special meeting .,adult
let's fight .,adult
no have a gang meeting up top .,adult
let's fight .,adult
no .,adult
let's go and have a gang meeting up top .,adult
good job Ross .,adult
sings the alphabet all the way his clock .,adult
can you read the letters on your clock Ross ?,adult
what kind of bug I wonder .,adult
I must be let me see the i .,adult
oh I know what i is .,adult
insect .,adult
I is insect .,adult
insect .,adult
jet .,adult
jet Ross .,adult
j for jet .,adult
yeah it's a jet plane .,adult
no it goes real fast .,adult
what does it look like Ross ?,adult
oh really ?,adult
let me look .,adult
o for octopus .,adult
for ring .,adult
v .,adult
for what ?,adult
what does it look like Ross ?,adult
I wonder what it is .,adult
v for do you want me to look at it ?,adult
let me see if I can figure it out .,adult
v for vase .,adult
a special vase .,adult
w .,adult
for whale .,adult
yeah .,adult
oh x is for x-ray .,adult
see that's a man getting a x-ray .,adult
y .,adult
no no .,adult
yeah but that's not right .,adult
they're trying to think of something else .,adult
right .,adult
I wonder what y is .,adult
I can't figure that out myself .,adult
now .,adult
Ross let me ask you a real question okay ?,adult
what does it mean to be happy ?,adult
happy .,adult
what does it mean to be happy ?,adult
your friend and what else ?,adult
huh and what else ?,adult
okay share .,adult
that's good .,adult
and what does it mean to be smart ?,adult
huh and what else ?,adult
yeah ?,adult
what ?,adult
very good .,adult
and you know what other letters Benu has in it ?,adult
yeah I know .,adult
isn't that nice ?,adult
let's see what else now .,adult
let me ask you another question .,adult
well he's a hard one to spell Ross because it has an n and an i and an x .,adult
but Benu is easy .,adult
it goes b e n u .,adult
that's Benu .,adult
yeah .,adult
I don't know .,adult
I don't know if he has any more names .,adult
yeah .,adult
we don't know .,adult
no I don't either .,adult
I don't know his nick name .,adult
what about the Hulk ?,adult
hulk ?,adult
what is his nick name ?,adult
he has another name .,adult
yes we do .,adult
my nick name is Bee_Jay .,adult
your name is Prince Charming .,adult
yeah .,adult
and Mark's real name is Mark and his nick name is Marky .,adult
oh .,adult
I know .,adult
you have another nick name Ross .,adult
Rossy Baba .,adult
that's a nick name .,adult
Rossy Baba .,adult
huh .,adult
yeah .,adult
let's see .,adult
cutie Pie .,adult
cutie Pie .,adult
and Baby Dumplings .,adult
yeah you have some more .,adult
Luva Baba .,adult
you're my Luva Baba .,adult
that's your nick name .,adult
do you like those names ?,adult
it means I love you .,adult
yikes ababa .,adult
Ross can I ask you some more questions ?,adult
what is a bed ?,adult
what is a car ?,adult
and what is a wall .,adult
you crash through the wall ?,adult
huh .,adult
well what do you use it for ?,adult
you don't know why we have walls ?,adult
what about a floor ?,adult
what do you use the floor for ?,adult
and what about the ceiling .,adult
what if you didn't have a ceiling ?,adult
what would happen ?,adult
and so do you need one ?,adult
what do you use it for ?,adult
right .,adult
and what if we took all the walls away ?,adult
what would happen ?,adult
no the ceiling would fall down .,adult
that's why we have walls .,adult
they hold the ceiling up .,adult
isn't that cute ?,adult
cute ?,adult
how about doors ?,adult
what are they ?,adult
tell me what doors are .,adult
huh .,adult
and toys what are toys ?,adult
how about mothers ?,adult
what are they ?,adult
and fathers ?,adult
what are they ?,adult
huh .,adult
is there any difference between mothers and fathers ?,adult
what's the difference ?,adult
and what else ?,adult
and what else ?,adult
and what else ?,adult
and do you love them both ?,adult
who do you love ?,adult
how come you don't love your mom ?,adult
she's lovely .,adult
nice Mom .,adult
nice Mom .,adult
okay and do Mommy's love their boys ?,adult
why ?,adult
what do they do ?,adult
and what happens ?,adult
and do Mommy's love their little baby boys ?,adult
and what are brothers for ?,adult
and sisters ?,adult
and what about cousins ?,adult
what are cousins ?,adult
cousins are people to play with ?,adult
but what are they ?,adult
how about grandfathers ?,adult
what are they ?,adult
you don't know what a grandpa is ?,adult
do you know what a grandma is ?,adult
do you know who your father's father is ?,adult
okay so what is a grandpa ?,adult
it's a dad's dad .,adult
what are cats ?,adult
you don't know what a cat is ?,adult
do you know what a dog is ?,adult
you don't know what they are ?,adult
